Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Closure,39,closure39_60_1_0.patch,8,31,1
Closure,39,closure39_60_1_0.patch,9,33,0
Closure,39,closure39_60_1_0.patch,10,33,0
Closure,39,closure39_60_2_0.patch,1,33,0
Closure,39,closure39_60_2_0.patch,2,33,1
Closure,39,closure39_60_2_0.patch,3,30,0
Closure,39,closure39_60_2_0.patch,4,34,0
Closure,39,closure39_60_2_0.patch,5,30,0
Closure,39,closure39_60_2_0.patch,6,34,0
Closure,39,closure39_60_2_0.patch,7,29,0
Closure,39,closure39_60_2_0.patch,8,31,1
Closure,39,closure39_60_2_0.patch,9,33,0
Closure,39,closure39_60_2_0.patch,10,33,0
Closure,39,closure39_60_3_0.patch,1,33,0
Closure,39,closure39_60_3_0.patch,2,33,1
Closure,39,closure39_60_3_0.patch,3,30,0
Closure,39,closure39_60_3_0.patch,4,34,0
Closure,39,closure39_60_3_0.patch,5,30,0
Closure,39,closure39_60_3_0.patch,6,34,0
Closure,39,closure39_60_3_0.patch,7,29,0
Closure,39,closure39_60_3_0.patch,8,31,1
Closure,39,closure39_60_3_0.patch,9,33,0
Closure,39,closure39_60_3_0.patch,10,33,0
Closure,39,closure39_60_5_0.patch,1,33,0
Closure,39,closure39_60_5_0.patch,2,33,1
Closure,39,closure39_60_5_0.patch,3,30,0
Closure,39,closure39_60_5_0.patch,4,34,0
Closure,39,closure39_60_5_0.patch,5,30,0
Closure,39,closure39_60_5_0.patch,6,34,0
Closure,39,closure39_60_5_0.patch,7,29,0
Closure,39,closure39_60_5_0.patch,8,31,1
Closure,39,closure39_60_5_0.patch,9,33,0
Closure,39,closure39_60_5_0.patch,10,33,0
Closure,39,closure39_80_1_0.patch,1,33,0
Closure,39,closure39_80_1_0.patch,2,33,1
Closure,39,closure39_80_1_0.patch,3,30,0
Closure,39,closure39_80_1_0.patch,4,34,0
Closure,39,closure39_80_1_0.patch,5,30,0
Closure,39,closure39_80_1_0.patch,6,34,0
Closure,39,closure39_80_1_0.patch,7,29,0
Closure,39,closure39_80_1_0.patch,8,31,1
Closure,39,closure39_80_1_0.patch,9,33,0
Closure,39,closure39_80_1_0.patch,10,33,0
Closure,39,closure39_80_2_0.patch,1,33,0
Closure,39,closure39_80_2_0.patch,2,33,1
Closure,39,closure39_80_2_0.patch,3,30,0
Closure,39,closure39_80_2_0.patch,4,34,0
Closure,39,closure39_80_2_0.patch,5,30,0
Closure,39,closure39_80_2_0.patch,6,34,0
Closure,39,closure39_80_2_0.patch,7,29,0
Closure,39,closure39_80_2_0.patch,8,31,1
Closure,39,closure39_80_2_0.patch,9,33,0
Closure,39,closure39_80_2_0.patch,10,33,0
Closure,39,closure39_80_3_0.patch,1,33,0
Closure,39,closure39_80_3_0.patch,2,33,1
Closure,39,closure39_80_3_0.patch,3,30,0
Closure,39,closure39_80_3_0.patch,4,34,0
Closure,39,closure39_80_3_0.patch,5,30,0
Closure,39,closure39_80_3_0.patch,6,34,0
Closure,39,closure39_80_3_0.patch,7,29,0
Closure,39,closure39_80_3_0.patch,8,31,1
Closure,39,closure39_80_3_0.patch,9,33,0
Closure,39,closure39_80_3_0.patch,10,33,0
Closure,39,closure39_80_5_0.patch,1,33,0
Closure,39,closure39_80_5_0.patch,2,33,1
Closure,39,closure39_80_5_0.patch,3,30,0
Closure,39,closure39_80_5_0.patch,4,34,0
Closure,39,closure39_80_5_0.patch,5,30,0
Closure,39,closure39_80_5_0.patch,6,34,0
Closure,39,closure39_80_5_0.patch,7,29,0
Closure,39,closure39_80_5_0.patch,8,31,1
Closure,39,closure39_80_5_0.patch,9,33,0
Closure,39,closure39_80_5_0.patch,10,33,0
Closure,46,closure46_100_1_0.patch,1,10,0
Closure,46,closure46_100_1_0.patch,2,8,0
Closure,46,closure46_100_1_0.patch,3,10,0
Closure,46,closure46_100_1_0.patch,4,10,0
Closure,46,closure46_100_1_0.patch,5,9,0
Closure,46,closure46_100_1_0.patch,6,11,0
Closure,46,closure46_100_1_0.patch,7,10,0
Closure,46,closure46_100_1_0.patch,8,10,0
Closure,46,closure46_100_1_0.patch,9,9,0
Closure,46,closure46_100_1_0.patch,10,8,0
Closure,46,closure46_100_3_0.patch,1,10,0
Closure,46,closure46_100_3_0.patch,2,8,0
Closure,46,closure46_100_3_0.patch,3,10,0
Closure,46,closure46_100_3_0.patch,4,10,0
Closure,46,closure46_100_3_0.patch,5,9,0
Closure,46,closure46_100_3_0.patch,6,11,0
Closure,46,closure46_100_3_0.patch,7,10,0
Closure,46,closure46_100_3_0.patch,8,10,0
Closure,46,closure46_100_3_0.patch,9,9,0
Closure,46,closure46_100_3_0.patch,10,8,0
Closure,46,closure46_100_5_0.patch,1,10,0
Closure,46,closure46_100_5_0.patch,2,8,0
Closure,46,closure46_100_5_0.patch,3,10,0
Closure,46,closure46_100_5_0.patch,4,10,0
Closure,46,closure46_100_5_0.patch,5,9,0
Closure,46,closure46_100_5_0.patch,6,11,0
Closure,46,closure46_100_5_0.patch,7,10,0
Closure,46,closure46_100_5_0.patch,8,10,0
Closure,46,closure46_100_5_0.patch,9,9,0
Closure,46,closure46_100_5_0.patch,10,8,0
Closure,46,closure46_20_1_0.patch,1,10,0
Closure,46,closure46_20_1_0.patch,2,8,0
Closure,46,closure46_20_1_0.patch,3,10,0
Closure,46,closure46_20_1_0.patch,4,10,0
Closure,46,closure46_20_1_0.patch,5,9,0
Closure,46,closure46_20_1_0.patch,6,11,0
Closure,46,closure46_20_1_0.patch,7,10,0
Closure,46,closure46_20_1_0.patch,8,10,0
Closure,46,closure46_20_1_0.patch,9,9,0
Closure,46,closure46_20_1_0.patch,10,8,0
Closure,46,closure46_20_2_0.patch,1,10,0
Closure,46,closure46_20_2_0.patch,2,8,0
Closure,46,closure46_20_2_0.patch,3,10,0
Closure,46,closure46_20_2_0.patch,4,10,0
Closure,46,closure46_20_2_0.patch,5,9,0
Closure,46,closure46_20_2_0.patch,6,11,0
Closure,46,closure46_20_2_0.patch,7,10,0
Closure,46,closure46_20_2_0.patch,8,10,0
Closure,46,closure46_20_2_0.patch,9,9,0
Closure,46,closure46_20_2_0.patch,10,8,0
Closure,46,closure46_20_4_0.patch,1,10,0
Closure,46,closure46_20_4_0.patch,2,8,0
Closure,46,closure46_20_4_0.patch,3,10,0
Closure,46,closure46_20_4_0.patch,4,10,0
Closure,46,closure46_20_4_0.patch,5,9,0
Closure,46,closure46_20_4_0.patch,6,11,0
Closure,46,closure46_20_4_0.patch,7,10,0
Closure,46,closure46_20_4_0.patch,8,10,0
Closure,46,closure46_20_4_0.patch,9,9,0
Closure,46,closure46_20_4_0.patch,10,8,0
Closure,46,closure46_40_1_0.patch,1,10,0
Closure,46,closure46_40_1_0.patch,2,8,0
Closure,46,closure46_40_1_0.patch,3,10,0
Closure,46,closure46_40_1_0.patch,4,10,0
Closure,46,closure46_40_1_0.patch,5,9,0
Closure,46,closure46_40_1_0.patch,6,11,0
Closure,46,closure46_40_1_0.patch,7,10,0
Closure,46,closure46_40_1_0.patch,8,10,0
Closure,46,closure46_40_1_0.patch,9,9,0
Closure,46,closure46_40_1_0.patch,10,8,0
Closure,46,closure46_40_2_0.patch,1,10,0
Closure,46,closure46_40_2_0.patch,2,8,0
Closure,46,closure46_40_2_0.patch,3,10,0
Closure,46,closure46_40_2_0.patch,4,10,0
Closure,46,closure46_40_2_0.patch,5,9,0
Closure,46,closure46_40_2_0.patch,6,11,0
Closure,46,closure46_40_2_0.patch,7,10,0
Closure,46,closure46_40_2_0.patch,8,10,0
Closure,46,closure46_40_2_0.patch,9,9,0
Closure,46,closure46_40_2_0.patch,10,8,0
Closure,46,closure46_40_3_0.patch,1,10,0
Closure,46,closure46_40_3_0.patch,2,8,0
Closure,46,closure46_40_3_0.patch,3,10,0
Closure,46,closure46_40_3_0.patch,4,10,0
Closure,46,closure46_40_3_0.patch,5,9,0
Closure,46,closure46_40_3_0.patch,6,11,0
Closure,46,closure46_40_3_0.patch,7,10,0
Closure,46,closure46_40_3_0.patch,8,10,0
Closure,46,closure46_40_3_0.patch,9,9,0
Closure,46,closure46_40_3_0.patch,10,8,0
Closure,46,closure46_40_5_0.patch,1,10,0
Closure,46,closure46_40_5_0.patch,2,8,0
Closure,46,closure46_40_5_0.patch,3,10,0
Closure,46,closure46_40_5_0.patch,4,10,0
Closure,46,closure46_40_5_0.patch,5,9,0
Closure,46,closure46_40_5_0.patch,6,11,0
Closure,46,closure46_40_5_0.patch,7,10,0
Closure,46,closure46_40_5_0.patch,8,10,0
Closure,46,closure46_40_5_0.patch,9,9,0
Closure,46,closure46_40_5_0.patch,10,8,0
Closure,46,closure46_60_1_0.patch,1,10,0
Closure,46,closure46_60_1_0.patch,2,8,0
Closure,46,closure46_60_1_0.patch,3,10,0
Closure,46,closure46_60_1_0.patch,4,10,0
Closure,46,closure46_60_1_0.patch,5,9,0
Closure,46,closure46_60_1_0.patch,6,11,0
Closure,46,closure46_60_1_0.patch,7,10,0
Closure,46,closure46_60_1_0.patch,8,10,0
Closure,46,closure46_60_1_0.patch,9,9,0
Closure,46,closure46_60_1_0.patch,10,8,0
Closure,46,closure46_60_2_0.patch,1,10,0
Closure,46,closure46_60_2_0.patch,2,8,0
Closure,46,closure46_60_2_0.patch,3,10,0
Closure,46,closure46_60_2_0.patch,4,10,0
Closure,46,closure46_60_2_0.patch,5,9,0
Closure,46,closure46_60_2_0.patch,6,11,0
Closure,46,closure46_60_2_0.patch,7,10,0
Closure,46,closure46_60_2_0.patch,8,10,0
Closure,46,closure46_60_2_0.patch,9,9,0
Closure,46,closure46_60_2_0.patch,10,8,0
Closure,46,closure46_60_3_0.patch,1,10,0
Closure,46,closure46_60_3_0.patch,2,8,0
Closure,46,closure46_60_3_0.patch,3,10,0
Closure,46,closure46_60_3_0.patch,4,10,0
Closure,46,closure46_60_3_0.patch,5,9,0
Closure,46,closure46_60_3_0.patch,6,11,0
Closure,46,closure46_60_3_0.patch,7,10,0
Closure,46,closure46_60_3_0.patch,8,10,0
Closure,46,closure46_60_3_0.patch,9,9,0
Closure,46,closure46_60_3_0.patch,10,8,0
Closure,46,closure46_60_4_0.patch,1,10,0
Closure,46,closure46_60_4_0.patch,2,8,0
Closure,46,closure46_60_4_0.patch,3,10,0
Closure,46,closure46_60_4_0.patch,4,10,0
Closure,46,closure46_60_4_0.patch,5,9,0
Closure,46,closure46_60_4_0.patch,6,11,0
Closure,46,closure46_60_4_0.patch,7,10,0
Closure,46,closure46_60_4_0.patch,8,10,0
Closure,46,closure46_60_4_0.patch,9,9,0
Closure,46,closure46_60_4_0.patch,10,8,0
Closure,46,closure46_60_5_0.patch,1,10,0
Closure,46,closure46_60_5_0.patch,2,8,0
Closure,46,closure46_60_5_0.patch,3,10,0
Closure,46,closure46_60_5_0.patch,4,10,0
Closure,46,closure46_60_5_0.patch,5,9,0
Closure,46,closure46_60_5_0.patch,6,11,0
Closure,46,closure46_60_5_0.patch,7,10,0
Closure,46,closure46_60_5_0.patch,8,10,0
Closure,46,closure46_60_5_0.patch,9,9,0
Closure,46,closure46_60_5_0.patch,10,8,0
Closure,46,closure46_80_1_0.patch,1,10,0
Closure,46,closure46_80_1_0.patch,2,8,0
Closure,46,closure46_80_1_0.patch,3,10,0
Closure,46,closure46_80_1_0.patch,4,10,0
Closure,46,closure46_80_1_0.patch,5,9,0
Closure,46,closure46_80_1_0.patch,6,11,0
Closure,46,closure46_80_1_0.patch,7,10,0
Closure,46,closure46_80_1_0.patch,8,10,0
Closure,46,closure46_80_1_0.patch,9,9,0
Closure,46,closure46_80_1_0.patch,10,8,0
Closure,46,closure46_80_2_0.patch,1,10,0
Closure,46,closure46_80_2_0.patch,2,8,0
Closure,46,closure46_80_2_0.patch,3,10,0
Closure,46,closure46_80_2_0.patch,4,10,0
Closure,46,closure46_80_2_0.patch,5,9,0
Closure,46,closure46_80_2_0.patch,6,11,0
Closure,46,closure46_80_2_0.patch,7,10,0
Closure,46,closure46_80_2_0.patch,8,10,0
Closure,46,closure46_80_2_0.patch,9,9,0
Closure,46,closure46_80_2_0.patch,10,8,0
Closure,46,closure46_80_3_0.patch,1,10,0
Closure,46,closure46_80_3_0.patch,2,8,0
Closure,46,closure46_80_3_0.patch,3,10,0
Closure,46,closure46_80_3_0.patch,4,10,0
Closure,46,closure46_80_3_0.patch,5,9,0
Closure,46,closure46_80_3_0.patch,6,11,0
Closure,46,closure46_80_3_0.patch,7,10,0
Closure,46,closure46_80_3_0.patch,8,10,0
Closure,46,closure46_80_3_0.patch,9,9,0
Closure,46,closure46_80_3_0.patch,10,8,0
Closure,46,closure46_80_4_0.patch,1,10,0
Closure,46,closure46_80_4_0.patch,2,8,0
Closure,46,closure46_80_4_0.patch,3,10,0
Closure,46,closure46_80_4_0.patch,4,10,0
Closure,46,closure46_80_4_0.patch,5,9,0
Closure,46,closure46_80_4_0.patch,6,11,0
Closure,46,closure46_80_4_0.patch,7,10,0
Closure,46,closure46_80_4_0.patch,8,10,0
Closure,46,closure46_80_4_0.patch,9,9,0
Closure,46,closure46_80_4_0.patch,10,8,0
Closure,46,closure46_80_5_0.patch,1,10,0
Closure,46,closure46_80_5_0.patch,2,8,0
Closure,46,closure46_80_5_0.patch,3,10,0
Closure,46,closure46_80_5_0.patch,4,10,0
Closure,46,closure46_80_5_0.patch,5,9,0
Closure,46,closure46_80_5_0.patch,6,11,0
Closure,46,closure46_80_5_0.patch,7,10,0
Closure,46,closure46_80_5_0.patch,8,10,0
Closure,46,closure46_80_5_0.patch,9,9,0
Closure,46,closure46_80_5_0.patch,10,8,0
Closure,62,closure62_100_1_0.patch,1,6,0
Closure,62,closure62_100_1_0.patch,2,6,0
Closure,62,closure62_100_1_0.patch,3,7,0
Closure,62,closure62_100_1_0.patch,4,7,0
Closure,62,closure62_100_1_0.patch,5,7,0
Closure,62,closure62_100_1_0.patch,6,6,0
Closure,62,closure62_100_1_0.patch,7,6,0
Closure,62,closure62_100_1_0.patch,8,7,0
Closure,62,closure62_100_1_0.patch,9,8,0
Closure,62,closure62_100_1_0.patch,10,7,0
Closure,62,closure62_100_2_0.patch,1,6,0
Closure,62,closure62_100_2_0.patch,2,6,0
Closure,62,closure62_100_2_0.patch,3,7,0
Closure,62,closure62_100_2_0.patch,4,7,0
Closure,62,closure62_100_2_0.patch,5,7,0
Closure,62,closure62_100_2_0.patch,6,6,0
Closure,62,closure62_100_2_0.patch,7,6,0
Closure,62,closure62_100_2_0.patch,8,7,0
Closure,62,closure62_100_2_0.patch,9,8,0
Closure,62,closure62_100_2_0.patch,10,7,0
Closure,62,closure62_100_3_0.patch,1,6,0
Closure,62,closure62_100_3_0.patch,2,6,0
Closure,62,closure62_100_3_0.patch,3,7,0
Closure,62,closure62_100_3_0.patch,4,7,0
Closure,62,closure62_100_3_0.patch,5,7,0
Closure,62,closure62_100_3_0.patch,6,6,0
Closure,62,closure62_100_3_0.patch,7,6,0
Closure,62,closure62_100_3_0.patch,8,7,0
Closure,62,closure62_100_3_0.patch,9,8,0
Closure,62,closure62_100_3_0.patch,10,7,0
Closure,62,closure62_100_5_0.patch,1,6,0
Closure,62,closure62_100_5_0.patch,2,6,0
Closure,62,closure62_100_5_0.patch,3,7,0
Closure,62,closure62_100_5_0.patch,4,7,0
Closure,62,closure62_100_5_0.patch,5,7,0
Closure,62,closure62_100_5_0.patch,6,6,0
Closure,62,closure62_100_5_0.patch,7,6,0
Closure,62,closure62_100_5_0.patch,8,7,0
Closure,62,closure62_100_5_0.patch,9,8,0
Closure,62,closure62_100_5_0.patch,10,7,0
Closure,62,closure62_20_1_0.patch,1,6,0
Closure,62,closure62_20_1_0.patch,2,6,0
Closure,62,closure62_20_1_0.patch,3,7,0
Closure,62,closure62_20_1_0.patch,4,7,0
Closure,62,closure62_20_1_0.patch,5,7,0
Closure,62,closure62_20_1_0.patch,6,6,0
Closure,62,closure62_20_1_0.patch,7,6,0
Closure,62,closure62_20_1_0.patch,8,7,0
Closure,62,closure62_20_1_0.patch,9,8,0
Closure,62,closure62_20_1_0.patch,10,7,0
Closure,62,closure62_20_2_0.patch,1,6,0
Closure,62,closure62_20_2_0.patch,2,6,0
Closure,62,closure62_20_2_0.patch,3,7,0
Closure,62,closure62_20_2_0.patch,4,7,0
Closure,62,closure62_20_2_0.patch,5,7,0
Closure,62,closure62_20_2_0.patch,6,6,0
Closure,62,closure62_20_2_0.patch,7,6,0
Closure,62,closure62_20_2_0.patch,8,7,0
Closure,62,closure62_20_2_0.patch,9,8,0
Closure,62,closure62_20_2_0.patch,10,7,0
Closure,62,closure62_20_4_0.patch,1,6,0
Closure,62,closure62_20_4_0.patch,2,6,0
Closure,62,closure62_20_4_0.patch,3,7,0
Closure,62,closure62_20_4_0.patch,4,7,0
Closure,62,closure62_20_4_0.patch,5,7,0
Closure,62,closure62_20_4_0.patch,6,6,0
Closure,62,closure62_20_4_0.patch,7,6,0
Closure,62,closure62_20_4_0.patch,8,7,0
Closure,62,closure62_20_4_0.patch,9,8,0
Closure,62,closure62_20_4_0.patch,10,7,0
Closure,62,closure62_20_5_0.patch,1,6,0
Closure,62,closure62_20_5_0.patch,2,6,0
Closure,62,closure62_20_5_0.patch,3,7,0
Closure,62,closure62_20_5_0.patch,4,7,0
Closure,62,closure62_20_5_0.patch,5,7,0
Closure,62,closure62_20_5_0.patch,6,6,0
Closure,62,closure62_20_5_0.patch,7,6,0
Closure,62,closure62_20_5_0.patch,8,7,0
Closure,62,closure62_20_5_0.patch,9,8,0
Closure,62,closure62_20_5_0.patch,10,7,0
Closure,62,closure62_40_1_0.patch,1,6,0
Closure,62,closure62_40_1_0.patch,2,6,0
Closure,62,closure62_40_1_0.patch,3,7,0
Closure,62,closure62_40_1_0.patch,4,7,0
Closure,62,closure62_40_1_0.patch,5,7,0
Closure,62,closure62_40_1_0.patch,6,6,0
Closure,62,closure62_40_1_0.patch,7,6,0
Closure,62,closure62_40_1_0.patch,8,7,0
Closure,62,closure62_40_1_0.patch,9,8,0
Closure,62,closure62_40_1_0.patch,10,7,0
Closure,62,closure62_40_2_0.patch,1,6,0
Closure,62,closure62_40_2_0.patch,2,6,0
Closure,62,closure62_40_2_0.patch,3,7,0
Closure,62,closure62_40_2_0.patch,4,7,0
Closure,62,closure62_40_2_0.patch,5,7,0
Closure,62,closure62_40_2_0.patch,6,6,0
Closure,62,closure62_40_2_0.patch,7,6,0
Closure,62,closure62_40_2_0.patch,8,7,0
Closure,62,closure62_40_2_0.patch,9,8,0
Closure,62,closure62_40_2_0.patch,10,7,0
Closure,62,closure62_40_3_0.patch,1,6,0
Closure,62,closure62_40_3_0.patch,2,6,0
Closure,62,closure62_40_3_0.patch,3,7,0
Closure,62,closure62_40_3_0.patch,4,7,0
Closure,62,closure62_40_3_0.patch,5,7,0
Closure,62,closure62_40_3_0.patch,6,6,0
Closure,62,closure62_40_3_0.patch,7,6,0
Closure,62,closure62_40_3_0.patch,8,7,0
Closure,62,closure62_40_3_0.patch,9,8,0
Closure,62,closure62_40_3_0.patch,10,7,0
Closure,62,closure62_40_4_0.patch,1,6,0
Closure,62,closure62_40_4_0.patch,2,6,0
Closure,62,closure62_40_4_0.patch,3,7,0
Closure,62,closure62_40_4_0.patch,4,7,0
Closure,62,closure62_40_4_0.patch,5,7,0
Closure,62,closure62_40_4_0.patch,6,6,0
Closure,62,closure62_40_4_0.patch,7,6,0
Closure,62,closure62_40_4_0.patch,8,7,0
Closure,62,closure62_40_4_0.patch,9,8,0
Closure,62,closure62_40_4_0.patch,10,7,0
Closure,62,closure62_40_5_0.patch,1,6,0
Closure,62,closure62_40_5_0.patch,2,6,0
Closure,62,closure62_40_5_0.patch,3,7,0
Closure,62,closure62_40_5_0.patch,4,7,0
Closure,62,closure62_40_5_0.patch,5,7,0
Closure,62,closure62_40_5_0.patch,6,6,0
Closure,62,closure62_40_5_0.patch,7,6,0
Closure,62,closure62_40_5_0.patch,8,7,0
Closure,62,closure62_40_5_0.patch,9,8,0
Closure,62,closure62_40_5_0.patch,10,7,0
Closure,62,closure62_60_1_0.patch,1,6,0
Closure,62,closure62_60_1_0.patch,2,6,0
Closure,62,closure62_60_1_0.patch,3,7,0
Closure,62,closure62_60_1_0.patch,4,7,0
Closure,62,closure62_60_1_0.patch,5,7,0
Closure,62,closure62_60_1_0.patch,6,6,0
Closure,62,closure62_60_1_0.patch,7,6,0
Closure,62,closure62_60_1_0.patch,8,7,0
Closure,62,closure62_60_1_0.patch,9,8,0
Closure,62,closure62_60_1_0.patch,10,7,0
Closure,62,closure62_60_2_0.patch,1,6,0
Closure,62,closure62_60_2_0.patch,2,6,0
Closure,62,closure62_60_2_0.patch,3,7,0
Closure,62,closure62_60_2_0.patch,4,7,0
Closure,62,closure62_60_2_0.patch,5,7,0
Closure,62,closure62_60_2_0.patch,6,6,0
Closure,62,closure62_60_2_0.patch,7,6,0
Closure,62,closure62_60_2_0.patch,8,7,0
Closure,62,closure62_60_2_0.patch,9,8,0
Closure,62,closure62_60_2_0.patch,10,7,0
Closure,62,closure62_60_3_0.patch,1,6,0
Closure,62,closure62_60_3_0.patch,2,6,0
Closure,62,closure62_60_3_0.patch,3,7,0
Closure,62,closure62_60_3_0.patch,4,7,0
Closure,62,closure62_60_3_0.patch,5,7,0
Closure,62,closure62_60_3_0.patch,6,6,0
Closure,62,closure62_60_3_0.patch,7,6,0
Closure,62,closure62_60_3_0.patch,8,7,0
Closure,62,closure62_60_3_0.patch,9,8,0
Closure,62,closure62_60_3_0.patch,10,7,0
Closure,62,closure62_60_4_0.patch,1,6,0
Closure,62,closure62_60_4_0.patch,2,6,0
Closure,62,closure62_60_4_0.patch,3,7,0
Closure,62,closure62_60_4_0.patch,4,7,0
Closure,62,closure62_60_4_0.patch,5,7,0
Closure,62,closure62_60_4_0.patch,6,6,0
Closure,62,closure62_60_4_0.patch,7,6,0
Closure,62,closure62_60_4_0.patch,8,7,0
Closure,62,closure62_60_4_0.patch,9,8,0
Closure,62,closure62_60_4_0.patch,10,7,0
Closure,62,closure62_60_5_0.patch,1,6,0
Closure,62,closure62_60_5_0.patch,2,6,0
Closure,62,closure62_60_5_0.patch,3,7,0
Closure,62,closure62_60_5_0.patch,4,7,0
Closure,62,closure62_60_5_0.patch,5,7,0
Closure,62,closure62_60_5_0.patch,6,6,0
Closure,62,closure62_60_5_0.patch,7,6,0
Closure,62,closure62_60_5_0.patch,8,7,0
Closure,62,closure62_60_5_0.patch,9,8,0
Closure,62,closure62_60_5_0.patch,10,7,0
Closure,62,closure62_80_1_0.patch,1,6,0
Closure,62,closure62_80_1_0.patch,2,6,0
Closure,62,closure62_80_1_0.patch,3,7,0
Closure,62,closure62_80_1_0.patch,4,7,0
Closure,62,closure62_80_1_0.patch,5,7,0
Closure,62,closure62_80_1_0.patch,6,6,0
Closure,62,closure62_80_1_0.patch,7,6,0
Closure,62,closure62_80_1_0.patch,8,7,0
Closure,62,closure62_80_1_0.patch,9,8,0
Closure,62,closure62_80_1_0.patch,10,7,0
Closure,62,closure62_80_2_0.patch,1,6,0
Closure,62,closure62_80_2_0.patch,2,6,0
Closure,62,closure62_80_2_0.patch,3,7,0
Closure,62,closure62_80_2_0.patch,4,7,0
Closure,62,closure62_80_2_0.patch,5,7,0
Closure,62,closure62_80_2_0.patch,6,6,0
Closure,62,closure62_80_2_0.patch,7,6,0
Closure,62,closure62_80_2_0.patch,8,7,0
Closure,62,closure62_80_2_0.patch,9,8,0
Closure,62,closure62_80_2_0.patch,10,7,0
Closure,62,closure62_80_3_0.patch,1,6,0
Closure,62,closure62_80_3_0.patch,2,6,0
Closure,62,closure62_80_3_0.patch,3,7,0
Closure,62,closure62_80_3_0.patch,4,7,0
Closure,62,closure62_80_3_0.patch,5,7,0
Closure,62,closure62_80_3_0.patch,6,6,0
Closure,62,closure62_80_3_0.patch,7,6,0
Closure,62,closure62_80_3_0.patch,8,7,0
Closure,62,closure62_80_3_0.patch,9,8,0
Closure,62,closure62_80_3_0.patch,10,7,0
Closure,62,closure62_80_4_0.patch,1,6,0
Closure,62,closure62_80_4_0.patch,2,6,0
Closure,62,closure62_80_4_0.patch,3,7,0
Closure,62,closure62_80_4_0.patch,4,7,0
Closure,62,closure62_80_4_0.patch,5,7,0
Closure,62,closure62_80_4_0.patch,6,6,0
Closure,62,closure62_80_4_0.patch,7,6,0
Closure,62,closure62_80_4_0.patch,8,7,0
Closure,62,closure62_80_4_0.patch,9,8,0
Closure,62,closure62_80_4_0.patch,10,7,0
Closure,62,closure62_80_5_0.patch,1,6,0
Closure,62,closure62_80_5_0.patch,2,6,0
Closure,62,closure62_80_5_0.patch,3,7,0
Closure,62,closure62_80_5_0.patch,4,7,0
Closure,62,closure62_80_5_0.patch,5,7,0
Closure,62,closure62_80_5_0.patch,6,6,0
Closure,62,closure62_80_5_0.patch,7,6,0
Closure,62,closure62_80_5_0.patch,8,7,0
Closure,62,closure62_80_5_0.patch,9,8,0
Closure,62,closure62_80_5_0.patch,10,7,0
Closure,63,closure63_100_1_0.patch,1,6,0
Closure,63,closure63_100_1_0.patch,2,6,0
Closure,63,closure63_100_1_0.patch,3,7,0
Closure,63,closure63_100_1_0.patch,4,6,0
Closure,63,closure63_100_1_0.patch,5,6,0
Closure,63,closure63_100_1_0.patch,6,6,0
Closure,63,closure63_100_1_0.patch,7,6,0
Closure,63,closure63_100_1_0.patch,8,7,0
Closure,63,closure63_100_1_0.patch,9,6,0
Closure,63,closure63_100_1_0.patch,10,6,0
Closure,63,closure63_100_3_0.patch,1,6,0
Closure,63,closure63_100_3_0.patch,2,6,0
Closure,63,closure63_100_3_0.patch,3,7,0
Closure,63,closure63_100_3_0.patch,4,6,0
Closure,63,closure63_100_3_0.patch,5,6,0
Closure,63,closure63_100_3_0.patch,6,6,0
Closure,63,closure63_100_3_0.patch,7,6,0
Closure,63,closure63_100_3_0.patch,8,7,0
Closure,63,closure63_100_3_0.patch,9,6,0
Closure,63,closure63_100_3_0.patch,10,6,0
Closure,63,closure63_100_5_0.patch,1,6,0
Closure,63,closure63_100_5_0.patch,2,6,0
Closure,63,closure63_100_5_0.patch,3,7,0
Closure,63,closure63_100_5_0.patch,4,6,0
Closure,63,closure63_100_5_0.patch,5,6,0
Closure,63,closure63_100_5_0.patch,6,6,0
Closure,63,closure63_100_5_0.patch,7,6,0
Closure,63,closure63_100_5_0.patch,8,7,0
Closure,63,closure63_100_5_0.patch,9,6,0
Closure,63,closure63_100_5_0.patch,10,6,0
Closure,63,closure63_20_1_0.patch,1,6,0
Closure,63,closure63_20_1_0.patch,2,6,0
Closure,63,closure63_20_1_0.patch,3,7,0
Closure,63,closure63_20_1_0.patch,4,6,0
Closure,63,closure63_20_1_0.patch,5,6,0
Closure,63,closure63_20_1_0.patch,6,6,0
Closure,63,closure63_20_1_0.patch,7,6,0
Closure,63,closure63_20_1_0.patch,8,7,0
Closure,63,closure63_20_1_0.patch,9,6,0
Closure,63,closure63_20_1_0.patch,10,6,0
Closure,63,closure63_20_2_0.patch,1,6,0
Closure,63,closure63_20_2_0.patch,2,6,0
Closure,63,closure63_20_2_0.patch,3,7,0
Closure,63,closure63_20_2_0.patch,4,6,0
Closure,63,closure63_20_2_0.patch,5,6,0
Closure,63,closure63_20_2_0.patch,6,6,0
Closure,63,closure63_20_2_0.patch,7,6,0
Closure,63,closure63_20_2_0.patch,8,7,0
Closure,63,closure63_20_2_0.patch,9,6,0
Closure,63,closure63_20_2_0.patch,10,6,0
Closure,63,closure63_20_4_0.patch,1,6,0
Closure,63,closure63_20_4_0.patch,2,6,0
Closure,63,closure63_20_4_0.patch,3,7,0
Closure,63,closure63_20_4_0.patch,4,6,0
Closure,63,closure63_20_4_0.patch,5,6,0
