Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Lang,45,lang45_80_1_0.patch,7,20,0
Lang,45,lang45_80_1_0.patch,8,22,0
Lang,45,lang45_80_1_0.patch,9,20,2
Lang,45,lang45_80_1_0.patch,10,22,2
Lang,45,lang45_80_2_0.patch,1,24,0
Lang,45,lang45_80_2_0.patch,2,20,0
Lang,45,lang45_80_2_0.patch,3,21,0
Lang,45,lang45_80_2_0.patch,4,23,1
Lang,45,lang45_80_2_0.patch,5,21,1
Lang,45,lang45_80_2_0.patch,6,22,1
Lang,45,lang45_80_2_0.patch,7,20,0
Lang,45,lang45_80_2_0.patch,8,22,0
Lang,45,lang45_80_2_0.patch,9,20,2
Lang,45,lang45_80_2_0.patch,10,22,2
Lang,45,lang45_80_3_0.patch,1,24,0
Lang,45,lang45_80_3_0.patch,2,20,0
Lang,45,lang45_80_3_0.patch,3,21,0
Lang,45,lang45_80_3_0.patch,4,23,1
Lang,45,lang45_80_3_0.patch,5,21,1
Lang,45,lang45_80_3_0.patch,6,22,1
Lang,45,lang45_80_3_0.patch,7,20,0
Lang,45,lang45_80_3_0.patch,8,22,0
Lang,45,lang45_80_3_0.patch,9,20,2
Lang,45,lang45_80_3_0.patch,10,22,2
Lang,45,lang45_80_4_0.patch,1,24,0
Lang,45,lang45_80_4_0.patch,2,20,0
Lang,45,lang45_80_4_0.patch,3,21,0
Lang,45,lang45_80_4_0.patch,4,23,1
Lang,45,lang45_80_4_0.patch,5,21,1
Lang,45,lang45_80_4_0.patch,6,22,1
Lang,45,lang45_80_4_0.patch,7,20,0
Lang,45,lang45_80_4_0.patch,8,22,0
Lang,45,lang45_80_4_0.patch,9,20,2
Lang,45,lang45_80_4_0.patch,10,22,2
Lang,45,lang45_80_5_0.patch,1,24,0
Lang,45,lang45_80_5_0.patch,2,20,0
Lang,45,lang45_80_5_0.patch,3,21,0
Lang,45,lang45_80_5_0.patch,4,23,1
Lang,45,lang45_80_5_0.patch,5,21,1
Lang,45,lang45_80_5_0.patch,6,22,1
Lang,45,lang45_80_5_0.patch,7,20,0
Lang,45,lang45_80_5_0.patch,8,22,0
Lang,45,lang45_80_5_0.patch,9,20,2
Lang,45,lang45_80_5_0.patch,10,22,2
Lang,58,lang58_100_1_0.patch,1,133,0
Lang,58,lang58_100_1_0.patch,2,130,0
Lang,58,lang58_100_1_0.patch,3,134,0
Lang,58,lang58_100_1_0.patch,4,136,0
Lang,58,lang58_100_1_0.patch,5,132,0
Lang,58,lang58_100_1_0.patch,6,136,0
Lang,58,lang58_100_1_0.patch,7,132,0
Lang,58,lang58_100_1_0.patch,8,134,0
Lang,58,lang58_100_1_0.patch,9,133,0
Lang,58,lang58_100_1_0.patch,10,134,0
Lang,58,lang58_100_3_0.patch,1,133,0
Lang,58,lang58_100_3_0.patch,2,130,0
Lang,58,lang58_100_3_0.patch,3,134,0
Lang,58,lang58_100_3_0.patch,4,136,0
Lang,58,lang58_100_3_0.patch,5,132,0
Lang,58,lang58_100_3_0.patch,6,136,0
Lang,58,lang58_100_3_0.patch,7,132,0
Lang,58,lang58_100_3_0.patch,8,134,0
Lang,58,lang58_100_3_0.patch,9,133,0
Lang,58,lang58_100_3_0.patch,10,134,0
Lang,58,lang58_100_4_0.patch,1,133,0
Lang,58,lang58_100_4_0.patch,2,130,0
Lang,58,lang58_100_4_0.patch,3,134,0
Lang,58,lang58_100_4_0.patch,4,136,0
Lang,58,lang58_100_4_0.patch,5,132,0
Lang,58,lang58_100_4_0.patch,6,136,0
Lang,58,lang58_100_4_0.patch,7,132,0
Lang,58,lang58_100_4_0.patch,8,134,0
Lang,58,lang58_100_4_0.patch,9,133,0
Lang,58,lang58_100_4_0.patch,10,134,0
Lang,58,lang58_100_5_0.patch,1,133,0
Lang,58,lang58_100_5_0.patch,2,130,0
Lang,58,lang58_100_5_0.patch,3,134,0
Lang,58,lang58_100_5_0.patch,4,136,0
Lang,58,lang58_100_5_0.patch,5,132,0
Lang,58,lang58_100_5_0.patch,6,136,0
Lang,58,lang58_100_5_0.patch,7,132,0
Lang,58,lang58_100_5_0.patch,8,134,0
Lang,58,lang58_100_5_0.patch,9,133,0
Lang,58,lang58_100_5_0.patch,10,134,0
Lang,58,lang58_20_1_0.patch,1,133,0
Lang,58,lang58_20_1_0.patch,2,130,0
Lang,58,lang58_20_1_0.patch,3,134,0
Lang,58,lang58_20_1_0.patch,4,136,0
Lang,58,lang58_20_1_0.patch,5,132,0
Lang,58,lang58_20_1_0.patch,6,136,0
Lang,58,lang58_20_1_0.patch,7,132,0
Lang,58,lang58_20_1_0.patch,8,134,0
Lang,58,lang58_20_1_0.patch,9,133,0
Lang,58,lang58_20_1_0.patch,10,134,0
Lang,58,lang58_20_2_0.patch,1,133,0
Lang,58,lang58_20_2_0.patch,2,130,0
Lang,58,lang58_20_2_0.patch,3,134,0
Lang,58,lang58_20_2_0.patch,4,136,0
Lang,58,lang58_20_2_0.patch,5,132,0
Lang,58,lang58_20_2_0.patch,6,136,0
Lang,58,lang58_20_2_0.patch,7,132,0
Lang,58,lang58_20_2_0.patch,8,134,0
Lang,58,lang58_20_2_0.patch,9,133,0
Lang,58,lang58_20_2_0.patch,10,134,0
Lang,58,lang58_20_3_0.patch,1,133,0
Lang,58,lang58_20_3_0.patch,2,130,0
Lang,58,lang58_20_3_0.patch,3,134,0
Lang,58,lang58_20_3_0.patch,4,136,0
Lang,58,lang58_20_3_0.patch,5,132,0
Lang,58,lang58_20_3_0.patch,6,136,0
Lang,58,lang58_20_3_0.patch,7,132,0
Lang,58,lang58_20_3_0.patch,8,134,0
Lang,58,lang58_20_3_0.patch,9,133,0
Lang,58,lang58_20_3_0.patch,10,134,0
Lang,58,lang58_20_4_0.patch,1,133,0
Lang,58,lang58_20_4_0.patch,2,130,0
Lang,58,lang58_20_4_0.patch,3,134,0
Lang,58,lang58_20_4_0.patch,4,136,0
Lang,58,lang58_20_4_0.patch,5,132,0
Lang,58,lang58_20_4_0.patch,6,136,0
Lang,58,lang58_20_4_0.patch,7,132,0
Lang,58,lang58_20_4_0.patch,8,134,0
Lang,58,lang58_20_4_0.patch,9,133,0
Lang,58,lang58_20_4_0.patch,10,134,0
Lang,58,lang58_20_5_0.patch,1,133,0
Lang,58,lang58_20_5_0.patch,2,130,0
Lang,58,lang58_20_5_0.patch,3,134,0
Lang,58,lang58_20_5_0.patch,4,136,0
Lang,58,lang58_20_5_0.patch,5,132,0
Lang,58,lang58_20_5_0.patch,6,136,0
Lang,58,lang58_20_5_0.patch,7,132,0
Lang,58,lang58_20_5_0.patch,8,134,0
Lang,58,lang58_20_5_0.patch,9,133,0
Lang,58,lang58_20_5_0.patch,10,134,0
Lang,58,lang58_40_1_0.patch,1,133,0
Lang,58,lang58_40_1_0.patch,2,130,0
Lang,58,lang58_40_1_0.patch,3,134,0
Lang,58,lang58_40_1_0.patch,4,136,0
Lang,58,lang58_40_1_0.patch,5,132,0
Lang,58,lang58_40_1_0.patch,6,136,0
Lang,58,lang58_40_1_0.patch,7,132,0
Lang,58,lang58_40_1_0.patch,8,134,0
Lang,58,lang58_40_1_0.patch,9,133,0
Lang,58,lang58_40_1_0.patch,10,134,0
Lang,58,lang58_40_2_0.patch,1,133,0
Lang,58,lang58_40_2_0.patch,2,130,0
Lang,58,lang58_40_2_0.patch,3,134,0
Lang,58,lang58_40_2_0.patch,4,136,0
Lang,58,lang58_40_2_0.patch,5,132,0
Lang,58,lang58_40_2_0.patch,6,136,0
Lang,58,lang58_40_2_0.patch,7,132,0
Lang,58,lang58_40_2_0.patch,8,134,0
Lang,58,lang58_40_2_0.patch,9,133,0
Lang,58,lang58_40_2_0.patch,10,134,0
Lang,58,lang58_40_3_0.patch,1,133,0
Lang,58,lang58_40_3_0.patch,2,130,0
Lang,58,lang58_40_3_0.patch,3,134,0
Lang,58,lang58_40_3_0.patch,4,136,0
Lang,58,lang58_40_3_0.patch,5,132,0
Lang,58,lang58_40_3_0.patch,6,136,0
Lang,58,lang58_40_3_0.patch,7,132,0
Lang,58,lang58_40_3_0.patch,8,134,0
Lang,58,lang58_40_3_0.patch,9,133,0
Lang,58,lang58_40_3_0.patch,10,134,0
Lang,58,lang58_40_4_0.patch,1,133,0
Lang,58,lang58_40_4_0.patch,2,130,0
Lang,58,lang58_40_4_0.patch,3,134,0
Lang,58,lang58_40_4_0.patch,4,136,0
Lang,58,lang58_40_4_0.patch,5,132,0
Lang,58,lang58_40_4_0.patch,6,136,0
Lang,58,lang58_40_4_0.patch,7,132,0
Lang,58,lang58_40_4_0.patch,8,134,0
Lang,58,lang58_40_4_0.patch,9,133,0
Lang,58,lang58_40_4_0.patch,10,134,0
Lang,58,lang58_40_5_0.patch,1,133,0
Lang,58,lang58_40_5_0.patch,2,130,0
Lang,58,lang58_40_5_0.patch,3,134,0
Lang,58,lang58_40_5_0.patch,4,136,0
Lang,58,lang58_40_5_0.patch,5,132,0
Lang,58,lang58_40_5_0.patch,6,136,0
Lang,58,lang58_40_5_0.patch,7,132,0
Lang,58,lang58_40_5_0.patch,8,134,0
Lang,58,lang58_40_5_0.patch,9,133,0
Lang,58,lang58_40_5_0.patch,10,134,0
Lang,58,lang58_60_1_0.patch,1,133,0
Lang,58,lang58_60_1_0.patch,2,130,0
Lang,58,lang58_60_1_0.patch,3,134,0
Lang,58,lang58_60_1_0.patch,4,136,0
Lang,58,lang58_60_1_0.patch,5,132,0
Lang,58,lang58_60_1_0.patch,6,136,0
Lang,58,lang58_60_1_0.patch,7,132,0
Lang,58,lang58_60_1_0.patch,8,134,0
Lang,58,lang58_60_1_0.patch,9,133,0
Lang,58,lang58_60_1_0.patch,10,134,0
Lang,58,lang58_60_2_0.patch,1,133,0
Lang,58,lang58_60_2_0.patch,2,130,0
Lang,58,lang58_60_2_0.patch,3,134,0
Lang,58,lang58_60_2_0.patch,4,136,0
Lang,58,lang58_60_2_0.patch,5,132,0
Lang,58,lang58_60_2_0.patch,6,136,0
Lang,58,lang58_60_2_0.patch,7,132,0
Lang,58,lang58_60_2_0.patch,8,134,0
Lang,58,lang58_60_2_0.patch,9,133,0
Lang,58,lang58_60_2_0.patch,10,134,0
Lang,58,lang58_60_3_0.patch,1,133,0
Lang,58,lang58_60_3_0.patch,2,130,0
Lang,58,lang58_60_3_0.patch,3,134,0
Lang,58,lang58_60_3_0.patch,4,136,0
Lang,58,lang58_60_3_0.patch,5,132,0
Lang,58,lang58_60_3_0.patch,6,136,0
Lang,58,lang58_60_3_0.patch,7,132,0
Lang,58,lang58_60_3_0.patch,8,134,0
Lang,58,lang58_60_3_0.patch,9,133,0
Lang,58,lang58_60_3_0.patch,10,134,0
Lang,58,lang58_60_4_0.patch,1,133,0
Lang,58,lang58_60_4_0.patch,2,130,0
Lang,58,lang58_60_4_0.patch,3,134,0
Lang,58,lang58_60_4_0.patch,4,136,0
Lang,58,lang58_60_4_0.patch,5,132,0
Lang,58,lang58_60_4_0.patch,6,136,0
Lang,58,lang58_60_4_0.patch,7,132,0
Lang,58,lang58_60_4_0.patch,8,134,0
Lang,58,lang58_60_4_0.patch,9,133,0
Lang,58,lang58_60_4_0.patch,10,134,0
Lang,58,lang58_60_5_0.patch,1,133,0
Lang,58,lang58_60_5_0.patch,2,130,0
Lang,58,lang58_60_5_0.patch,3,134,0
Lang,58,lang58_60_5_0.patch,4,136,0
Lang,58,lang58_60_5_0.patch,5,132,0
Lang,58,lang58_60_5_0.patch,6,136,0
Lang,58,lang58_60_5_0.patch,7,132,0
Lang,58,lang58_60_5_0.patch,8,134,0
Lang,58,lang58_60_5_0.patch,9,133,0
Lang,58,lang58_60_5_0.patch,10,134,0
Lang,58,lang58_80_1_0.patch,1,133,0
Lang,58,lang58_80_1_0.patch,2,130,0
Lang,58,lang58_80_1_0.patch,3,134,0
Lang,58,lang58_80_1_0.patch,4,136,0
Lang,58,lang58_80_1_0.patch,5,132,0
Lang,58,lang58_80_1_0.patch,6,136,0
Lang,58,lang58_80_1_0.patch,7,132,0
Lang,58,lang58_80_1_0.patch,8,134,0
Lang,58,lang58_80_1_0.patch,9,133,0
Lang,58,lang58_80_1_0.patch,10,134,0
Lang,58,lang58_80_2_0.patch,1,133,0
Lang,58,lang58_80_2_0.patch,2,130,0
Lang,58,lang58_80_2_0.patch,3,134,0
Lang,58,lang58_80_2_0.patch,4,136,0
Lang,58,lang58_80_2_0.patch,5,132,0
Lang,58,lang58_80_2_0.patch,6,136,0
Lang,58,lang58_80_2_0.patch,7,132,0
Lang,58,lang58_80_2_0.patch,8,134,0
Lang,58,lang58_80_2_0.patch,9,133,0
Lang,58,lang58_80_2_0.patch,10,134,0
Lang,58,lang58_80_3_0.patch,1,133,0
Lang,58,lang58_80_3_0.patch,2,130,0
Lang,58,lang58_80_3_0.patch,3,134,0
Lang,58,lang58_80_3_0.patch,4,136,0
Lang,58,lang58_80_3_0.patch,5,132,0
Lang,58,lang58_80_3_0.patch,6,136,0
Lang,58,lang58_80_3_0.patch,7,132,0
Lang,58,lang58_80_3_0.patch,8,134,0
Lang,58,lang58_80_3_0.patch,9,133,0
Lang,58,lang58_80_3_0.patch,10,134,0
Lang,58,lang58_80_4_0.patch,1,133,0
Lang,58,lang58_80_4_0.patch,2,130,0
Lang,58,lang58_80_4_0.patch,3,134,0
Lang,58,lang58_80_4_0.patch,4,136,0
Lang,58,lang58_80_4_0.patch,5,132,0
Lang,58,lang58_80_4_0.patch,6,136,0
Lang,58,lang58_80_4_0.patch,7,132,0
Lang,58,lang58_80_4_0.patch,8,134,0
Lang,58,lang58_80_4_0.patch,9,133,0
Lang,58,lang58_80_4_0.patch,10,134,0
Lang,58,lang58_80_5_0.patch,1,133,0
Lang,58,lang58_80_5_0.patch,2,130,0
Lang,58,lang58_80_5_0.patch,3,134,0
Lang,58,lang58_80_5_0.patch,4,136,0
Lang,58,lang58_80_5_0.patch,5,132,0
Lang,58,lang58_80_5_0.patch,6,136,0
Lang,58,lang58_80_5_0.patch,7,132,0
Lang,58,lang58_80_5_0.patch,8,134,0
Lang,58,lang58_80_5_0.patch,9,133,0
Lang,58,lang58_80_5_0.patch,10,134,0
Lang,60,lang60_100_1_0.patch,1,158,0
Lang,60,lang60_100_1_0.patch,2,157,0
Lang,60,lang60_100_1_0.patch,3,159,0
Lang,60,lang60_100_1_0.patch,4,158,0
Lang,60,lang60_100_1_0.patch,5,161,0
Lang,60,lang60_100_1_0.patch,6,167,1
Lang,60,lang60_100_1_0.patch,7,156,0
Lang,60,lang60_100_1_0.patch,8,155,0
Lang,60,lang60_100_1_0.patch,9,156,0
Lang,60,lang60_100_1_0.patch,10,158,0
Lang,60,lang60_100_3_0.patch,1,158,0
Lang,60,lang60_100_3_0.patch,2,157,0
Lang,60,lang60_100_3_0.patch,3,159,0
Lang,60,lang60_100_3_0.patch,4,158,0
Lang,60,lang60_100_3_0.patch,5,161,0
Lang,60,lang60_100_3_0.patch,6,167,1
Lang,60,lang60_100_3_0.patch,7,156,0
Lang,60,lang60_100_3_0.patch,8,155,0
Lang,60,lang60_100_3_0.patch,9,156,0
Lang,60,lang60_100_3_0.patch,10,158,0
Lang,60,lang60_100_4_0.patch,1,158,0
Lang,60,lang60_100_4_0.patch,2,157,0
Lang,60,lang60_100_4_0.patch,3,159,0
Lang,60,lang60_100_4_0.patch,4,158,0
Lang,60,lang60_100_4_0.patch,5,161,0
Lang,60,lang60_100_4_0.patch,6,167,1
Lang,60,lang60_100_4_0.patch,7,156,0
Lang,60,lang60_100_4_0.patch,8,155,0
Lang,60,lang60_100_4_0.patch,9,156,0
Lang,60,lang60_100_4_0.patch,10,158,0
Lang,60,lang60_100_5_0.patch,1,158,0
Lang,60,lang60_100_5_0.patch,2,157,0
Lang,60,lang60_100_5_0.patch,3,159,0
Lang,60,lang60_100_5_0.patch,4,158,0
Lang,60,lang60_100_5_0.patch,5,161,0
Lang,60,lang60_100_5_0.patch,6,167,1
Lang,60,lang60_100_5_0.patch,7,156,0
Lang,60,lang60_100_5_0.patch,8,155,0
Lang,60,lang60_100_5_0.patch,9,156,0
Lang,60,lang60_100_5_0.patch,10,158,0
Lang,60,lang60_20_1_0.patch,1,158,0
Lang,60,lang60_20_1_0.patch,2,157,0
Lang,60,lang60_20_1_0.patch,3,159,0
Lang,60,lang60_20_1_0.patch,4,158,0
Lang,60,lang60_20_1_0.patch,5,161,0
Lang,60,lang60_20_1_0.patch,6,167,1
Lang,60,lang60_20_1_0.patch,7,156,0
Lang,60,lang60_20_1_0.patch,8,155,0
Lang,60,lang60_20_1_0.patch,9,156,0
Lang,60,lang60_20_1_0.patch,10,158,0
Lang,60,lang60_20_2_0.patch,1,158,0
Lang,60,lang60_20_2_0.patch,2,157,0
Lang,60,lang60_20_2_0.patch,3,159,0
Lang,60,lang60_20_2_0.patch,4,158,0
Lang,60,lang60_20_2_0.patch,5,161,0
Lang,60,lang60_20_2_0.patch,6,167,1
Lang,60,lang60_20_2_0.patch,7,156,0
Lang,60,lang60_20_2_0.patch,8,155,0
Lang,60,lang60_20_2_0.patch,9,156,0
Lang,60,lang60_20_2_0.patch,10,158,0
Lang,60,lang60_20_3_0.patch,1,158,0
Lang,60,lang60_20_3_0.patch,2,157,0
Lang,60,lang60_20_3_0.patch,3,159,0
Lang,60,lang60_20_3_0.patch,4,158,0
Lang,60,lang60_20_3_0.patch,5,161,0
Lang,60,lang60_20_3_0.patch,6,167,1
Lang,60,lang60_20_3_0.patch,7,156,0
Lang,60,lang60_20_3_0.patch,8,155,0
Lang,60,lang60_20_3_0.patch,9,156,0
Lang,60,lang60_20_3_0.patch,10,158,0
Lang,60,lang60_20_4_0.patch,1,158,0
Lang,60,lang60_20_4_0.patch,2,157,0
Lang,60,lang60_20_4_0.patch,3,159,0
Lang,60,lang60_20_4_0.patch,4,158,0
Lang,60,lang60_20_4_0.patch,5,161,0
Lang,60,lang60_20_4_0.patch,6,167,1
Lang,60,lang60_20_4_0.patch,7,156,0
Lang,60,lang60_20_4_0.patch,8,155,0
Lang,60,lang60_20_4_0.patch,9,156,0
Lang,60,lang60_20_4_0.patch,10,158,0
Lang,60,lang60_20_5_0.patch,1,158,0
Lang,60,lang60_20_5_0.patch,2,157,0
Lang,60,lang60_20_5_0.patch,3,159,0
Lang,60,lang60_20_5_0.patch,4,158,0
Lang,60,lang60_20_5_0.patch,5,161,0
Lang,60,lang60_20_5_0.patch,6,167,1
Lang,60,lang60_20_5_0.patch,7,156,0
Lang,60,lang60_20_5_0.patch,8,155,0
Lang,60,lang60_20_5_0.patch,9,156,0
Lang,60,lang60_20_5_0.patch,10,158,0
Lang,60,lang60_40_1_0.patch,1,158,0
Lang,60,lang60_40_1_0.patch,2,157,0
Lang,60,lang60_40_1_0.patch,3,159,0
Lang,60,lang60_40_1_0.patch,4,158,0
Lang,60,lang60_40_1_0.patch,5,161,0
Lang,60,lang60_40_1_0.patch,6,167,1
Lang,60,lang60_40_1_0.patch,7,156,0
Lang,60,lang60_40_1_0.patch,8,155,0
Lang,60,lang60_40_1_0.patch,9,156,0
Lang,60,lang60_40_1_0.patch,10,158,0
Lang,60,lang60_40_2_0.patch,1,158,0
Lang,60,lang60_40_2_0.patch,2,157,0
Lang,60,lang60_40_2_0.patch,3,159,0
Lang,60,lang60_40_2_0.patch,4,158,0
Lang,60,lang60_40_2_0.patch,5,161,0
Lang,60,lang60_40_2_0.patch,6,167,1
Lang,60,lang60_40_2_0.patch,7,156,0
Lang,60,lang60_40_2_0.patch,8,155,0
Lang,60,lang60_40_2_0.patch,9,156,0
Lang,60,lang60_40_2_0.patch,10,158,0
Lang,60,lang60_40_3_0.patch,1,158,0
Lang,60,lang60_40_3_0.patch,2,157,0
Lang,60,lang60_40_3_0.patch,3,159,0
Lang,60,lang60_40_3_0.patch,4,158,0
Lang,60,lang60_40_3_0.patch,5,161,0
Lang,60,lang60_40_3_0.patch,6,167,1
Lang,60,lang60_40_3_0.patch,7,156,0
Lang,60,lang60_40_3_0.patch,8,155,0
Lang,60,lang60_40_3_0.patch,9,156,0
Lang,60,lang60_40_3_0.patch,10,158,0
Lang,60,lang60_40_4_0.patch,1,158,0
Lang,60,lang60_40_4_0.patch,2,157,0
Lang,60,lang60_40_4_0.patch,3,159,0
Lang,60,lang60_40_4_0.patch,4,158,0
Lang,60,lang60_40_4_0.patch,5,161,0
Lang,60,lang60_40_4_0.patch,6,167,1
Lang,60,lang60_40_4_0.patch,7,156,0
Lang,60,lang60_40_4_0.patch,8,155,0
Lang,60,lang60_40_4_0.patch,9,156,0
Lang,60,lang60_40_4_0.patch,10,158,0
Lang,60,lang60_40_5_0.patch,1,158,0
Lang,60,lang60_40_5_0.patch,2,157,0
Lang,60,lang60_40_5_0.patch,3,159,0
Lang,60,lang60_40_5_0.patch,4,158,0
Lang,60,lang60_40_5_0.patch,5,161,0
Lang,60,lang60_40_5_0.patch,6,167,1
Lang,60,lang60_40_5_0.patch,7,156,0
Lang,60,lang60_40_5_0.patch,8,155,0
Lang,60,lang60_40_5_0.patch,9,156,0
Lang,60,lang60_40_5_0.patch,10,158,0
Lang,60,lang60_60_1_0.patch,1,158,0
Lang,60,lang60_60_1_0.patch,2,157,0
Lang,60,lang60_60_1_0.patch,3,159,0
Lang,60,lang60_60_1_0.patch,4,158,0
Lang,60,lang60_60_1_0.patch,5,161,0
Lang,60,lang60_60_1_0.patch,6,167,1
Lang,60,lang60_60_1_0.patch,7,156,0
Lang,60,lang60_60_1_0.patch,8,155,0
Lang,60,lang60_60_1_0.patch,9,156,0
Lang,60,lang60_60_1_0.patch,10,158,0
Lang,60,lang60_60_2_0.patch,1,158,0
Lang,60,lang60_60_2_0.patch,2,157,0
Lang,60,lang60_60_2_0.patch,3,159,0
Lang,60,lang60_60_2_0.patch,4,158,0
Lang,60,lang60_60_2_0.patch,5,161,0
Lang,60,lang60_60_2_0.patch,6,167,1
Lang,60,lang60_60_2_0.patch,7,156,0
Lang,60,lang60_60_2_0.patch,8,155,0
Lang,60,lang60_60_2_0.patch,9,156,0
Lang,60,lang60_60_2_0.patch,10,158,0
Lang,60,lang60_60_3_0.patch,1,158,0
Lang,60,lang60_60_3_0.patch,2,157,0
Lang,60,lang60_60_3_0.patch,3,159,0
Lang,60,lang60_60_3_0.patch,4,158,0
Lang,60,lang60_60_3_0.patch,5,161,0
Lang,60,lang60_60_3_0.patch,6,167,1
Lang,60,lang60_60_3_0.patch,7,156,0
Lang,60,lang60_60_3_0.patch,8,155,0
Lang,60,lang60_60_3_0.patch,9,156,0
Lang,60,lang60_60_3_0.patch,10,158,0
Lang,60,lang60_60_4_0.patch,1,158,0
Lang,60,lang60_60_4_0.patch,2,157,0
Lang,60,lang60_60_4_0.patch,3,159,0
Lang,60,lang60_60_4_0.patch,4,158,0
Lang,60,lang60_60_4_0.patch,5,161,0
Lang,60,lang60_60_4_0.patch,6,167,1
Lang,60,lang60_60_4_0.patch,7,156,0
Lang,60,lang60_60_4_0.patch,8,155,0
Lang,60,lang60_60_4_0.patch,9,156,0
Lang,60,lang60_60_4_0.patch,10,158,0
Lang,60,lang60_60_5_0.patch,1,158,0
Lang,60,lang60_60_5_0.patch,2,157,0
Lang,60,lang60_60_5_0.patch,3,159,0
Lang,60,lang60_60_5_0.patch,4,158,0
Lang,60,lang60_60_5_0.patch,5,161,0
Lang,60,lang60_60_5_0.patch,6,167,1
Lang,60,lang60_60_5_0.patch,7,156,0
Lang,60,lang60_60_5_0.patch,8,155,0
Lang,60,lang60_60_5_0.patch,9,156,0
Lang,60,lang60_60_5_0.patch,10,158,0
Lang,60,lang60_80_1_0.patch,1,158,0
Lang,60,lang60_80_1_0.patch,2,157,0
Lang,60,lang60_80_1_0.patch,3,159,0
Lang,60,lang60_80_1_0.patch,4,158,0
Lang,60,lang60_80_1_0.patch,5,161,0
Lang,60,lang60_80_1_0.patch,6,167,1
Lang,60,lang60_80_1_0.patch,7,156,0
Lang,60,lang60_80_1_0.patch,8,155,0
Lang,60,lang60_80_1_0.patch,9,156,0
Lang,60,lang60_80_1_0.patch,10,158,0
Lang,60,lang60_80_2_0.patch,1,158,0
Lang,60,lang60_80_2_0.patch,2,157,0
Lang,60,lang60_80_2_0.patch,3,159,0
Lang,60,lang60_80_2_0.patch,4,158,0
Lang,60,lang60_80_2_0.patch,5,161,0
Lang,60,lang60_80_2_0.patch,6,167,1
Lang,60,lang60_80_2_0.patch,7,156,0
Lang,60,lang60_80_2_0.patch,8,155,0
Lang,60,lang60_80_2_0.patch,9,156,0
Lang,60,lang60_80_2_0.patch,10,158,0
Lang,60,lang60_80_3_0.patch,1,158,0
Lang,60,lang60_80_3_0.patch,2,157,0
Lang,60,lang60_80_3_0.patch,3,159,0
Lang,60,lang60_80_3_0.patch,4,158,0
Lang,60,lang60_80_3_0.patch,5,161,0
Lang,60,lang60_80_3_0.patch,6,167,1
Lang,60,lang60_80_3_0.patch,7,156,0
Lang,60,lang60_80_3_0.patch,8,155,0
Lang,60,lang60_80_3_0.patch,9,156,0
Lang,60,lang60_80_3_0.patch,10,158,0
Lang,60,lang60_80_4_0.patch,1,158,0
Lang,60,lang60_80_4_0.patch,2,157,0
Lang,60,lang60_80_4_0.patch,3,159,0
Lang,60,lang60_80_4_0.patch,4,158,0
Lang,60,lang60_80_4_0.patch,5,161,0
Lang,60,lang60_80_4_0.patch,6,167,1
Lang,60,lang60_80_4_0.patch,7,156,0
Lang,60,lang60_80_4_0.patch,8,155,0
Lang,60,lang60_80_4_0.patch,9,156,0
Lang,60,lang60_80_4_0.patch,10,158,0
Lang,60,lang60_80_5_0.patch,1,158,0
Lang,60,lang60_80_5_0.patch,2,157,0
Lang,60,lang60_80_5_0.patch,3,159,0
Lang,60,lang60_80_5_0.patch,4,158,0
Lang,60,lang60_80_5_0.patch,5,161,0
Lang,60,lang60_80_5_0.patch,6,167,1
Lang,60,lang60_80_5_0.patch,7,156,0
Lang,60,lang60_80_5_0.patch,8,155,0
Lang,60,lang60_80_5_0.patch,9,156,0
Lang,60,lang60_80_5_0.patch,10,158,0
Math,1,math1_100_1_0.patch,1,39,2
Math,1,math1_100_1_0.patch,2,40,1
Math,1,math1_100_1_0.patch,3,38,2
Math,1,math1_100_1_0.patch,4,40,4
Math,1,math1_100_1_0.patch,5,41,1
Math,1,math1_100_1_0.patch,6,42,1
Math,1,math1_100_1_0.patch,7,40,1
Math,1,math1_100_1_0.patch,8,39,1
Math,1,math1_100_1_0.patch,9,39,5
Math,1,math1_100_1_0.patch,10,38,2
Math,1,math1_100_2_0.patch,1,39,2
Math,1,math1_100_2_0.patch,2,40,1
Math,1,math1_100_2_0.patch,3,38,2
Math,1,math1_100_2_0.patch,4,40,4
Math,1,math1_100_2_0.patch,5,41,1
Math,1,math1_100_2_0.patch,6,42,1
Math,1,math1_100_2_0.patch,7,40,1
Math,1,math1_100_2_0.patch,8,39,1
Math,1,math1_100_2_0.patch,9,39,5
Math,1,math1_100_2_0.patch,10,38,2
Math,1,math1_100_2_1.patch,1,39,2
Math,1,math1_100_2_1.patch,2,40,1
Math,1,math1_100_2_1.patch,3,38,2
Math,1,math1_100_2_1.patch,4,40,4
Math,1,math1_100_2_1.patch,5,41,1
Math,1,math1_100_2_1.patch,6,42,1
Math,1,math1_100_2_1.patch,7,40,1
Math,1,math1_100_2_1.patch,8,39,1
Math,1,math1_100_2_1.patch,9,39,5
Math,1,math1_100_2_1.patch,10,38,2
Math,1,math1_100_2_7.patch,1,39,2
Math,1,math1_100_2_7.patch,2,40,1
Math,1,math1_100_2_7.patch,3,38,2
Math,1,math1_100_2_7.patch,4,40,4
Math,1,math1_100_2_7.patch,5,41,1
Math,1,math1_100_2_7.patch,6,42,1
Math,1,math1_100_2_7.patch,7,40,1
