Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Closure,66,closure66_60_5_seed9_StmtReplace_359_567.patch,3,51,0
Closure,66,closure66_60_5_seed9_StmtReplace_359_567.patch,4,32,0
Closure,66,closure66_60_5_seed9_StmtReplace_359_567.patch,5,22,0
Closure,66,closure66_60_5_seed9_StmtReplace_359_567.patch,6,79,0
Closure,66,closure66_60_5_seed9_StmtReplace_359_567.patch,7,19,0
Closure,66,closure66_60_5_seed9_StmtReplace_359_567.patch,8,74,0
Closure,66,closure66_60_5_seed9_StmtReplace_359_567.patch,9,133,0
Closure,66,closure66_60_5_seed9_StmtReplace_359_567.patch,10,66,0
Closure,66,closure66_80_1_seed12_StmtReplace_359_5.patch,1,6,0
Closure,66,closure66_80_1_seed12_StmtReplace_359_5.patch,2,57,0
Closure,66,closure66_80_1_seed12_StmtReplace_359_5.patch,3,51,0
Closure,66,closure66_80_1_seed12_StmtReplace_359_5.patch,4,32,0
Closure,66,closure66_80_1_seed12_StmtReplace_359_5.patch,5,22,0
Closure,66,closure66_80_1_seed12_StmtReplace_359_5.patch,6,79,0
Closure,66,closure66_80_1_seed12_StmtReplace_359_5.patch,7,19,0
Closure,66,closure66_80_1_seed12_StmtReplace_359_5.patch,8,74,0
Closure,66,closure66_80_1_seed12_StmtReplace_359_5.patch,9,133,0
Closure,66,closure66_80_1_seed12_StmtReplace_359_5.patch,10,66,0
Closure,66,closure66_80_1_seed13_StmtReplace_359_903.patch,1,6,0
Closure,66,closure66_80_1_seed13_StmtReplace_359_903.patch,2,57,0
Closure,66,closure66_80_1_seed13_StmtReplace_359_903.patch,3,51,0
Closure,66,closure66_80_1_seed13_StmtReplace_359_903.patch,4,32,0
Closure,66,closure66_80_1_seed13_StmtReplace_359_903.patch,5,22,0
Closure,66,closure66_80_1_seed13_StmtReplace_359_903.patch,6,79,0
Closure,66,closure66_80_1_seed13_StmtReplace_359_903.patch,7,19,0
Closure,66,closure66_80_1_seed13_StmtReplace_359_903.patch,8,74,0
Closure,66,closure66_80_1_seed13_StmtReplace_359_903.patch,9,133,0
Closure,66,closure66_80_1_seed13_StmtReplace_359_903.patch,10,66,0
Closure,66,closure66_80_1_seed17_StmtReplace_358_354.patch,1,6,0
Closure,66,closure66_80_1_seed17_StmtReplace_358_354.patch,2,57,0
Closure,66,closure66_80_1_seed17_StmtReplace_358_354.patch,3,51,0
Closure,66,closure66_80_1_seed17_StmtReplace_358_354.patch,4,32,0
Closure,66,closure66_80_1_seed17_StmtReplace_358_354.patch,5,22,0
Closure,66,closure66_80_1_seed17_StmtReplace_358_354.patch,6,79,0
Closure,66,closure66_80_1_seed17_StmtReplace_358_354.patch,7,19,0
Closure,66,closure66_80_1_seed17_StmtReplace_358_354.patch,8,74,0
Closure,66,closure66_80_1_seed17_StmtReplace_358_354.patch,9,133,0
Closure,66,closure66_80_1_seed17_StmtReplace_358_354.patch,10,66,0
Closure,66,closure66_80_1_seed1_StmtDelete_358.patch,1,6,0
Closure,66,closure66_80_1_seed1_StmtDelete_358.patch,2,57,0
Closure,66,closure66_80_1_seed1_StmtDelete_358.patch,3,51,0
Closure,66,closure66_80_1_seed1_StmtDelete_358.patch,4,32,0
Closure,66,closure66_80_1_seed1_StmtDelete_358.patch,5,22,0
Closure,66,closure66_80_1_seed1_StmtDelete_358.patch,6,79,0
Closure,66,closure66_80_1_seed1_StmtDelete_358.patch,7,19,0
Closure,66,closure66_80_1_seed1_StmtDelete_358.patch,8,74,0
Closure,66,closure66_80_1_seed1_StmtDelete_358.patch,9,133,0
Closure,66,closure66_80_1_seed1_StmtDelete_358.patch,10,66,0
Closure,66,closure66_80_1_seed20_StmtReplace_359_367.patch,1,6,0
Closure,66,closure66_80_1_seed20_StmtReplace_359_367.patch,2,57,0
Closure,66,closure66_80_1_seed20_StmtReplace_359_367.patch,3,51,0
Closure,66,closure66_80_1_seed20_StmtReplace_359_367.patch,4,32,0
Closure,66,closure66_80_1_seed20_StmtReplace_359_367.patch,5,22,0
Closure,66,closure66_80_1_seed20_StmtReplace_359_367.patch,6,79,0
Closure,66,closure66_80_1_seed20_StmtReplace_359_367.patch,7,19,0
Closure,66,closure66_80_1_seed20_StmtReplace_359_367.patch,8,74,0
Closure,66,closure66_80_1_seed20_StmtReplace_359_367.patch,9,133,1
Closure,66,closure66_80_1_seed20_StmtReplace_359_367.patch,10,66,0
Closure,66,closure66_80_1_seed4_StmtReplace_359_70.patch,1,6,0
Closure,66,closure66_80_1_seed4_StmtReplace_359_70.patch,2,57,0
Closure,66,closure66_80_1_seed4_StmtReplace_359_70.patch,3,51,0
Closure,66,closure66_80_1_seed4_StmtReplace_359_70.patch,4,32,0
Closure,66,closure66_80_1_seed4_StmtReplace_359_70.patch,5,22,0
Closure,66,closure66_80_1_seed4_StmtReplace_359_70.patch,6,79,0
Closure,66,closure66_80_1_seed4_StmtReplace_359_70.patch,7,19,0
Closure,66,closure66_80_1_seed4_StmtReplace_359_70.patch,8,74,0
Closure,66,closure66_80_1_seed4_StmtReplace_359_70.patch,9,133,0
Closure,66,closure66_80_1_seed4_StmtReplace_359_70.patch,10,66,0
Closure,66,closure66_80_1_seed6_StmtReplace_359_9.patch,1,6,0
Closure,66,closure66_80_1_seed6_StmtReplace_359_9.patch,2,57,0
Closure,66,closure66_80_1_seed6_StmtReplace_359_9.patch,3,51,0
Closure,66,closure66_80_1_seed6_StmtReplace_359_9.patch,4,32,0
Closure,66,closure66_80_1_seed6_StmtReplace_359_9.patch,5,22,0
Closure,66,closure66_80_1_seed6_StmtReplace_359_9.patch,6,79,0
Closure,66,closure66_80_1_seed6_StmtReplace_359_9.patch,7,19,0
Closure,66,closure66_80_1_seed6_StmtReplace_359_9.patch,8,74,0
Closure,66,closure66_80_1_seed6_StmtReplace_359_9.patch,9,133,0
Closure,66,closure66_80_1_seed6_StmtReplace_359_9.patch,10,66,0
Closure,66,closure66_80_1_seed8_StmtDelete_359.patch,1,6,0
Closure,66,closure66_80_1_seed8_StmtDelete_359.patch,2,57,0
Closure,66,closure66_80_1_seed8_StmtDelete_359.patch,3,51,0
Closure,66,closure66_80_1_seed8_StmtDelete_359.patch,4,32,0
Closure,66,closure66_80_1_seed8_StmtDelete_359.patch,5,22,0
Closure,66,closure66_80_1_seed8_StmtDelete_359.patch,6,79,0
Closure,66,closure66_80_1_seed8_StmtDelete_359.patch,7,19,0
Closure,66,closure66_80_1_seed8_StmtDelete_359.patch,8,74,0
Closure,66,closure66_80_1_seed8_StmtDelete_359.patch,9,133,0
Closure,66,closure66_80_1_seed8_StmtDelete_359.patch,10,66,0
Closure,66,closure66_80_2_seed13_StmtDelete_358.patch,1,6,0
Closure,66,closure66_80_2_seed13_StmtDelete_358.patch,2,57,0
Closure,66,closure66_80_2_seed13_StmtDelete_358.patch,3,51,0
Closure,66,closure66_80_2_seed13_StmtDelete_358.patch,4,32,0
Closure,66,closure66_80_2_seed13_StmtDelete_358.patch,5,22,0
Closure,66,closure66_80_2_seed13_StmtDelete_358.patch,6,79,0
Closure,66,closure66_80_2_seed13_StmtDelete_358.patch,7,19,0
Closure,66,closure66_80_2_seed13_StmtDelete_358.patch,8,74,0
Closure,66,closure66_80_2_seed13_StmtDelete_358.patch,9,133,0
Closure,66,closure66_80_2_seed13_StmtDelete_358.patch,10,66,0
Closure,66,closure66_80_2_seed14_StmtReplace_359_9.patch,1,6,0
Closure,66,closure66_80_2_seed14_StmtReplace_359_9.patch,2,57,0
Closure,66,closure66_80_2_seed14_StmtReplace_359_9.patch,3,51,0
Closure,66,closure66_80_2_seed14_StmtReplace_359_9.patch,4,32,0
Closure,66,closure66_80_2_seed14_StmtReplace_359_9.patch,5,22,0
Closure,66,closure66_80_2_seed14_StmtReplace_359_9.patch,6,79,0
Closure,66,closure66_80_2_seed14_StmtReplace_359_9.patch,7,19,0
Closure,66,closure66_80_2_seed14_StmtReplace_359_9.patch,8,74,0
Closure,66,closure66_80_2_seed14_StmtReplace_359_9.patch,9,133,0
Closure,66,closure66_80_2_seed14_StmtReplace_359_9.patch,10,66,0
Closure,66,closure66_80_2_seed15_StmtReplace_358_32.patch,1,6,0
Closure,66,closure66_80_2_seed15_StmtReplace_358_32.patch,2,57,0
Closure,66,closure66_80_2_seed15_StmtReplace_358_32.patch,3,51,0
Closure,66,closure66_80_2_seed15_StmtReplace_358_32.patch,4,32,0
Closure,66,closure66_80_2_seed15_StmtReplace_358_32.patch,5,22,0
Closure,66,closure66_80_2_seed15_StmtReplace_358_32.patch,6,79,0
Closure,66,closure66_80_2_seed15_StmtReplace_358_32.patch,7,19,0
Closure,66,closure66_80_2_seed15_StmtReplace_358_32.patch,8,74,0
Closure,66,closure66_80_2_seed15_StmtReplace_358_32.patch,9,133,0
Closure,66,closure66_80_2_seed15_StmtReplace_358_32.patch,10,66,0
Closure,66,closure66_80_2_seed4_StmtDelete_359.patch,1,6,0
Closure,66,closure66_80_2_seed4_StmtDelete_359.patch,2,57,0
Closure,66,closure66_80_2_seed4_StmtDelete_359.patch,3,51,0
Closure,66,closure66_80_2_seed4_StmtDelete_359.patch,4,32,0
Closure,66,closure66_80_2_seed4_StmtDelete_359.patch,5,22,0
Closure,66,closure66_80_2_seed4_StmtDelete_359.patch,6,79,0
Closure,66,closure66_80_2_seed4_StmtDelete_359.patch,7,19,0
Closure,66,closure66_80_2_seed4_StmtDelete_359.patch,8,74,0
Closure,66,closure66_80_2_seed4_StmtDelete_359.patch,9,133,0
Closure,66,closure66_80_2_seed4_StmtDelete_359.patch,10,66,0
Closure,66,closure66_80_2_seed5_StmtReplace_359_757.patch,1,6,0
Closure,66,closure66_80_2_seed5_StmtReplace_359_757.patch,2,57,0
Closure,66,closure66_80_2_seed5_StmtReplace_359_757.patch,3,51,0
Closure,66,closure66_80_2_seed5_StmtReplace_359_757.patch,4,32,0
Closure,66,closure66_80_2_seed5_StmtReplace_359_757.patch,5,22,0
Closure,66,closure66_80_2_seed5_StmtReplace_359_757.patch,6,79,0
Closure,66,closure66_80_2_seed5_StmtReplace_359_757.patch,7,19,0
Closure,66,closure66_80_2_seed5_StmtReplace_359_757.patch,8,74,0
Closure,66,closure66_80_2_seed5_StmtReplace_359_757.patch,9,133,0
Closure,66,closure66_80_2_seed5_StmtReplace_359_757.patch,10,66,0
Closure,66,closure66_80_2_seed8_StmtReplace_359_70.patch,1,6,0
Closure,66,closure66_80_2_seed8_StmtReplace_359_70.patch,2,57,0
Closure,66,closure66_80_2_seed8_StmtReplace_359_70.patch,3,51,0
Closure,66,closure66_80_2_seed8_StmtReplace_359_70.patch,4,32,0
Closure,66,closure66_80_2_seed8_StmtReplace_359_70.patch,5,22,0
Closure,66,closure66_80_2_seed8_StmtReplace_359_70.patch,6,79,0
Closure,66,closure66_80_2_seed8_StmtReplace_359_70.patch,7,19,0
Closure,66,closure66_80_2_seed8_StmtReplace_359_70.patch,8,74,0
Closure,66,closure66_80_2_seed8_StmtReplace_359_70.patch,9,133,0
Closure,66,closure66_80_2_seed8_StmtReplace_359_70.patch,10,66,0
Closure,66,closure66_80_2_seed9_StmtReplace_358_70.patch,1,6,0
Closure,66,closure66_80_2_seed9_StmtReplace_358_70.patch,2,57,0
Closure,66,closure66_80_2_seed9_StmtReplace_358_70.patch,3,51,0
Closure,66,closure66_80_2_seed9_StmtReplace_358_70.patch,4,32,0
Closure,66,closure66_80_2_seed9_StmtReplace_358_70.patch,5,22,0
Closure,66,closure66_80_2_seed9_StmtReplace_358_70.patch,6,79,0
Closure,66,closure66_80_2_seed9_StmtReplace_358_70.patch,7,19,0
Closure,66,closure66_80_2_seed9_StmtReplace_358_70.patch,8,74,0
Closure,66,closure66_80_2_seed9_StmtReplace_358_70.patch,9,133,0
Closure,66,closure66_80_2_seed9_StmtReplace_358_70.patch,10,66,0
Closure,66,closure66_80_3_seed2_StmtDelete_359.patch,1,6,0
Closure,66,closure66_80_3_seed2_StmtDelete_359.patch,2,57,0
Closure,66,closure66_80_3_seed2_StmtDelete_359.patch,3,51,0
Closure,66,closure66_80_3_seed2_StmtDelete_359.patch,4,32,0
Closure,66,closure66_80_3_seed2_StmtDelete_359.patch,5,22,0
Closure,66,closure66_80_3_seed2_StmtDelete_359.patch,6,79,0
Closure,66,closure66_80_3_seed2_StmtDelete_359.patch,7,19,0
Closure,66,closure66_80_3_seed2_StmtDelete_359.patch,8,74,0
Closure,66,closure66_80_3_seed2_StmtDelete_359.patch,9,133,0
Closure,66,closure66_80_3_seed2_StmtDelete_359.patch,10,66,0
Closure,66,closure66_80_3_seed5_StmtDelete_358.patch,1,6,0
Closure,66,closure66_80_3_seed5_StmtDelete_358.patch,2,57,0
Closure,66,closure66_80_3_seed5_StmtDelete_358.patch,3,51,0
Closure,66,closure66_80_3_seed5_StmtDelete_358.patch,4,32,0
Closure,66,closure66_80_3_seed5_StmtDelete_358.patch,5,22,0
Closure,66,closure66_80_3_seed5_StmtDelete_358.patch,6,79,0
Closure,66,closure66_80_3_seed5_StmtDelete_358.patch,7,19,0
Closure,66,closure66_80_3_seed5_StmtDelete_358.patch,8,74,0
Closure,66,closure66_80_3_seed5_StmtDelete_358.patch,9,133,0
Closure,66,closure66_80_3_seed5_StmtDelete_358.patch,10,66,0
Closure,66,closure66_80_3_seed8_StmtReplace_359_579.patch,1,6,0
Closure,66,closure66_80_3_seed8_StmtReplace_359_579.patch,2,57,0
Closure,66,closure66_80_3_seed8_StmtReplace_359_579.patch,3,51,0
Closure,66,closure66_80_3_seed8_StmtReplace_359_579.patch,4,32,0
Closure,66,closure66_80_3_seed8_StmtReplace_359_579.patch,5,22,0
Closure,66,closure66_80_3_seed8_StmtReplace_359_579.patch,6,79,0
Closure,66,closure66_80_3_seed8_StmtReplace_359_579.patch,7,19,0
Closure,66,closure66_80_3_seed8_StmtReplace_359_579.patch,8,74,0
Closure,66,closure66_80_3_seed8_StmtReplace_359_579.patch,9,133,0
Closure,66,closure66_80_3_seed8_StmtReplace_359_579.patch,10,66,0
Closure,66,closure66_80_4_seed14_StmtReplace_352_367.patch,1,6,0
Closure,66,closure66_80_4_seed14_StmtReplace_352_367.patch,2,57,1
Closure,66,closure66_80_4_seed14_StmtReplace_352_367.patch,3,51,1
Closure,66,closure66_80_4_seed14_StmtReplace_352_367.patch,4,32,0
Closure,66,closure66_80_4_seed14_StmtReplace_352_367.patch,5,22,0
Closure,66,closure66_80_4_seed14_StmtReplace_352_367.patch,6,79,0
Closure,66,closure66_80_4_seed14_StmtReplace_352_367.patch,7,19,1
Closure,66,closure66_80_4_seed14_StmtReplace_352_367.patch,8,74,0
Closure,66,closure66_80_4_seed14_StmtReplace_352_367.patch,9,133,3
Closure,66,closure66_80_4_seed14_StmtReplace_352_367.patch,10,66,1
Closure,66,closure66_80_4_seed18_StmtReplace_359_9.patch,1,6,0
Closure,66,closure66_80_4_seed18_StmtReplace_359_9.patch,2,57,0
Closure,66,closure66_80_4_seed18_StmtReplace_359_9.patch,3,51,0
Closure,66,closure66_80_4_seed18_StmtReplace_359_9.patch,4,32,0
Closure,66,closure66_80_4_seed18_StmtReplace_359_9.patch,5,22,0
Closure,66,closure66_80_4_seed18_StmtReplace_359_9.patch,6,79,0
Closure,66,closure66_80_4_seed18_StmtReplace_359_9.patch,7,19,0
Closure,66,closure66_80_4_seed18_StmtReplace_359_9.patch,8,74,0
Closure,66,closure66_80_4_seed18_StmtReplace_359_9.patch,9,133,0
Closure,66,closure66_80_4_seed18_StmtReplace_359_9.patch,10,66,0
Closure,66,closure66_80_4_seed20_StmtAppend_121_144.patch,1,6,0
Closure,66,closure66_80_4_seed20_StmtAppend_121_144.patch,2,57,0
Closure,66,closure66_80_4_seed20_StmtAppend_121_144.patch,3,51,0
Closure,66,closure66_80_4_seed20_StmtAppend_121_144.patch,4,32,0
Closure,66,closure66_80_4_seed20_StmtAppend_121_144.patch,5,22,0
Closure,66,closure66_80_4_seed20_StmtAppend_121_144.patch,6,79,0
Closure,66,closure66_80_4_seed20_StmtAppend_121_144.patch,7,19,0
Closure,66,closure66_80_4_seed20_StmtAppend_121_144.patch,8,74,0
Closure,66,closure66_80_4_seed20_StmtAppend_121_144.patch,9,133,0
Closure,66,closure66_80_4_seed20_StmtAppend_121_144.patch,10,66,0
Closure,66,closure66_80_4_seed5_StmtDelete_359.patch,1,6,0
Closure,66,closure66_80_4_seed5_StmtDelete_359.patch,2,57,0
Closure,66,closure66_80_4_seed5_StmtDelete_359.patch,3,51,0
Closure,66,closure66_80_4_seed5_StmtDelete_359.patch,4,32,0
Closure,66,closure66_80_4_seed5_StmtDelete_359.patch,5,22,0
Closure,66,closure66_80_4_seed5_StmtDelete_359.patch,6,79,0
Closure,66,closure66_80_4_seed5_StmtDelete_359.patch,7,19,0
Closure,66,closure66_80_4_seed5_StmtDelete_359.patch,8,74,0
Closure,66,closure66_80_4_seed5_StmtDelete_359.patch,9,133,0
Closure,66,closure66_80_4_seed5_StmtDelete_359.patch,10,66,0
Closure,66,closure66_80_4_seed8_StmtDelete_358.patch,1,6,0
Closure,66,closure66_80_4_seed8_StmtDelete_358.patch,2,57,0
Closure,66,closure66_80_4_seed8_StmtDelete_358.patch,3,51,0
Closure,66,closure66_80_4_seed8_StmtDelete_358.patch,4,32,0
Closure,66,closure66_80_4_seed8_StmtDelete_358.patch,5,22,0
Closure,66,closure66_80_4_seed8_StmtDelete_358.patch,6,79,0
Closure,66,closure66_80_4_seed8_StmtDelete_358.patch,7,19,0
Closure,66,closure66_80_4_seed8_StmtDelete_358.patch,8,74,0
Closure,66,closure66_80_4_seed8_StmtDelete_358.patch,9,133,0
Closure,66,closure66_80_4_seed8_StmtDelete_358.patch,10,66,0
Closure,66,closure66_80_5_seed1_StmtReplace_358_889.patch,1,6,0
Closure,66,closure66_80_5_seed1_StmtReplace_358_889.patch,2,57,0
Closure,66,closure66_80_5_seed1_StmtReplace_358_889.patch,3,51,0
Closure,66,closure66_80_5_seed1_StmtReplace_358_889.patch,4,32,0
Closure,66,closure66_80_5_seed1_StmtReplace_358_889.patch,5,22,0
Closure,66,closure66_80_5_seed1_StmtReplace_358_889.patch,6,79,0
Closure,66,closure66_80_5_seed1_StmtReplace_358_889.patch,7,19,0
Closure,66,closure66_80_5_seed1_StmtReplace_358_889.patch,8,74,0
Closure,66,closure66_80_5_seed1_StmtReplace_358_889.patch,9,133,0
Closure,66,closure66_80_5_seed1_StmtReplace_358_889.patch,10,66,0
Closure,66,closure66_80_5_seed2_StmtDelete_359.patch,1,6,0
Closure,66,closure66_80_5_seed2_StmtDelete_359.patch,2,57,0
Closure,66,closure66_80_5_seed2_StmtDelete_359.patch,3,51,0
Closure,66,closure66_80_5_seed2_StmtDelete_359.patch,4,32,0
Closure,66,closure66_80_5_seed2_StmtDelete_359.patch,5,22,0
Closure,66,closure66_80_5_seed2_StmtDelete_359.patch,6,79,0
Closure,66,closure66_80_5_seed2_StmtDelete_359.patch,7,19,0
Closure,66,closure66_80_5_seed2_StmtDelete_359.patch,8,74,0
Closure,66,closure66_80_5_seed2_StmtDelete_359.patch,9,133,0
Closure,66,closure66_80_5_seed2_StmtDelete_359.patch,10,66,0
Closure,66,closure66_80_5_seed4_StmtDelete_358.patch,1,6,0
Closure,66,closure66_80_5_seed4_StmtDelete_358.patch,2,57,0
Closure,66,closure66_80_5_seed4_StmtDelete_358.patch,3,51,0
Closure,66,closure66_80_5_seed4_StmtDelete_358.patch,4,32,0
Closure,66,closure66_80_5_seed4_StmtDelete_358.patch,5,22,0
Closure,66,closure66_80_5_seed4_StmtDelete_358.patch,6,79,0
Closure,66,closure66_80_5_seed4_StmtDelete_358.patch,7,19,0
Closure,66,closure66_80_5_seed4_StmtDelete_358.patch,8,74,0
Closure,66,closure66_80_5_seed4_StmtDelete_358.patch,9,133,0
Closure,66,closure66_80_5_seed4_StmtDelete_358.patch,10,66,0
Closure,66,closure66_80_5_seed9_StmtAppend_121_96.patch,1,6,0
Closure,66,closure66_80_5_seed9_StmtAppend_121_96.patch,2,57,0
Closure,66,closure66_80_5_seed9_StmtAppend_121_96.patch,3,51,0
Closure,66,closure66_80_5_seed9_StmtAppend_121_96.patch,4,32,0
Closure,66,closure66_80_5_seed9_StmtAppend_121_96.patch,5,22,0
Closure,66,closure66_80_5_seed9_StmtAppend_121_96.patch,6,79,0
Closure,66,closure66_80_5_seed9_StmtAppend_121_96.patch,7,19,0
Closure,66,closure66_80_5_seed9_StmtAppend_121_96.patch,8,74,0
Closure,66,closure66_80_5_seed9_StmtAppend_121_96.patch,9,133,0
Closure,66,closure66_80_5_seed9_StmtAppend_121_96.patch,10,66,0
Closure,86,closure86_100_1_seed20_StmtReplace_1247_200.patch,1,291,0
Closure,86,closure86_100_1_seed20_StmtReplace_1247_200.patch,2,264,0
Closure,86,closure86_100_1_seed20_StmtReplace_1247_200.patch,3,261,0
Closure,86,closure86_100_1_seed20_StmtReplace_1247_200.patch,4,276,0
Closure,86,closure86_100_1_seed20_StmtReplace_1247_200.patch,5,276,0
Closure,86,closure86_100_1_seed20_StmtReplace_1247_200.patch,6,296,0
Closure,86,closure86_100_1_seed20_StmtReplace_1247_200.patch,7,71,0
Closure,86,closure86_100_1_seed20_StmtReplace_1247_200.patch,8,259,0
Closure,86,closure86_100_1_seed20_StmtReplace_1247_200.patch,9,249,0
Closure,86,closure86_100_1_seed20_StmtReplace_1247_200.patch,10,283,0
Closure,86,closure86_100_2_seed9_StmtReplace_1247_1121.patch,1,291,0
Closure,86,closure86_100_2_seed9_StmtReplace_1247_1121.patch,2,264,0
Closure,86,closure86_100_2_seed9_StmtReplace_1247_1121.patch,3,261,0
Closure,86,closure86_100_2_seed9_StmtReplace_1247_1121.patch,4,276,0
Closure,86,closure86_100_2_seed9_StmtReplace_1247_1121.patch,5,276,0
Closure,86,closure86_100_2_seed9_StmtReplace_1247_1121.patch,6,296,0
Closure,86,closure86_100_2_seed9_StmtReplace_1247_1121.patch,7,71,0
Closure,86,closure86_100_2_seed9_StmtReplace_1247_1121.patch,8,259,0
Closure,86,closure86_100_2_seed9_StmtReplace_1247_1121.patch,9,249,0
Closure,86,closure86_100_2_seed9_StmtReplace_1247_1121.patch,10,283,0
Closure,86,closure86_100_3_seed11_StmtReplace_1247_374.patch,1,291,0
Closure,86,closure86_100_3_seed11_StmtReplace_1247_374.patch,2,264,0
Closure,86,closure86_100_3_seed11_StmtReplace_1247_374.patch,3,261,0
Closure,86,closure86_100_3_seed11_StmtReplace_1247_374.patch,4,276,0
Closure,86,closure86_100_3_seed11_StmtReplace_1247_374.patch,5,276,0
Closure,86,closure86_100_3_seed11_StmtReplace_1247_374.patch,6,296,0
Closure,86,closure86_100_3_seed11_StmtReplace_1247_374.patch,7,71,0
Closure,86,closure86_100_3_seed11_StmtReplace_1247_374.patch,8,259,0
Closure,86,closure86_100_3_seed11_StmtReplace_1247_374.patch,9,249,0
Closure,86,closure86_100_3_seed11_StmtReplace_1247_374.patch,10,283,0
Closure,86,closure86_100_5_seed15_StmtReplace_1247_200.patch,1,291,0
Closure,86,closure86_100_5_seed15_StmtReplace_1247_200.patch,2,264,0
Closure,86,closure86_100_5_seed15_StmtReplace_1247_200.patch,3,261,0
Closure,86,closure86_100_5_seed15_StmtReplace_1247_200.patch,4,276,0
Closure,86,closure86_100_5_seed15_StmtReplace_1247_200.patch,5,276,0
Closure,86,closure86_100_5_seed15_StmtReplace_1247_200.patch,6,296,0
Closure,86,closure86_100_5_seed15_StmtReplace_1247_200.patch,7,71,0
Closure,86,closure86_100_5_seed15_StmtReplace_1247_200.patch,8,259,0
Closure,86,closure86_100_5_seed15_StmtReplace_1247_200.patch,9,249,0
Closure,86,closure86_100_5_seed15_StmtReplace_1247_200.patch,10,283,0
Closure,86,closure86_20_1_seed1_StmtReplace_1247_367.patch,1,291,0
Closure,86,closure86_20_1_seed1_StmtReplace_1247_367.patch,2,264,0
Closure,86,closure86_20_1_seed1_StmtReplace_1247_367.patch,3,261,0
Closure,86,closure86_20_1_seed1_StmtReplace_1247_367.patch,4,276,0
Closure,86,closure86_20_1_seed1_StmtReplace_1247_367.patch,5,276,0
Closure,86,closure86_20_1_seed1_StmtReplace_1247_367.patch,6,296,0
Closure,86,closure86_20_1_seed1_StmtReplace_1247_367.patch,7,71,0
Closure,86,closure86_20_1_seed1_StmtReplace_1247_367.patch,8,259,0
Closure,86,closure86_20_1_seed1_StmtReplace_1247_367.patch,9,249,0
Closure,86,closure86_20_1_seed1_StmtReplace_1247_367.patch,10,283,0
Closure,86,closure86_20_2_seed1_StmtReplace_1247_353.patch,1,291,0
Closure,86,closure86_20_2_seed1_StmtReplace_1247_353.patch,2,264,0
Closure,86,closure86_20_2_seed1_StmtReplace_1247_353.patch,3,261,0
Closure,86,closure86_20_2_seed1_StmtReplace_1247_353.patch,4,276,0
Closure,86,closure86_20_2_seed1_StmtReplace_1247_353.patch,5,276,0
Closure,86,closure86_20_2_seed1_StmtReplace_1247_353.patch,6,296,0
Closure,86,closure86_20_2_seed1_StmtReplace_1247_353.patch,7,71,0
Closure,86,closure86_20_2_seed1_StmtReplace_1247_353.patch,8,259,0
Closure,86,closure86_20_2_seed1_StmtReplace_1247_353.patch,9,249,0
Closure,86,closure86_20_2_seed1_StmtReplace_1247_353.patch,10,283,0
Closure,86,closure86_20_3_seed1_StmtReplace_1247_1121.patch,1,291,0
Closure,86,closure86_20_3_seed1_StmtReplace_1247_1121.patch,2,264,0
Closure,86,closure86_20_3_seed1_StmtReplace_1247_1121.patch,3,261,0
Closure,86,closure86_20_3_seed1_StmtReplace_1247_1121.patch,4,276,0
Closure,86,closure86_20_3_seed1_StmtReplace_1247_1121.patch,5,276,0
Closure,86,closure86_20_3_seed1_StmtReplace_1247_1121.patch,6,296,0
Closure,86,closure86_20_3_seed1_StmtReplace_1247_1121.patch,7,71,0
Closure,86,closure86_20_3_seed1_StmtReplace_1247_1121.patch,8,259,0
Closure,86,closure86_20_3_seed1_StmtReplace_1247_1121.patch,9,249,0
Closure,86,closure86_20_3_seed1_StmtReplace_1247_1121.patch,10,283,0
Closure,86,closure86_20_4_seed3_StmtReplace_1247_1121.patch,1,291,0
Closure,86,closure86_20_4_seed3_StmtReplace_1247_1121.patch,2,264,0
Closure,86,closure86_20_4_seed3_StmtReplace_1247_1121.patch,3,261,0
Closure,86,closure86_20_4_seed3_StmtReplace_1247_1121.patch,4,276,0
Closure,86,closure86_20_4_seed3_StmtReplace_1247_1121.patch,5,276,0
Closure,86,closure86_20_4_seed3_StmtReplace_1247_1121.patch,6,296,0
Closure,86,closure86_20_4_seed3_StmtReplace_1247_1121.patch,7,71,0
Closure,86,closure86_20_4_seed3_StmtReplace_1247_1121.patch,8,259,0
Closure,86,closure86_20_4_seed3_StmtReplace_1247_1121.patch,9,249,0
Closure,86,closure86_20_4_seed3_StmtReplace_1247_1121.patch,10,283,0
Closure,86,closure86_20_5_seed3_StmtReplace_1247_374.patch,1,291,0
Closure,86,closure86_20_5_seed3_StmtReplace_1247_374.patch,2,264,0
Closure,86,closure86_20_5_seed3_StmtReplace_1247_374.patch,3,261,0
Closure,86,closure86_20_5_seed3_StmtReplace_1247_374.patch,4,276,0
Closure,86,closure86_20_5_seed3_StmtReplace_1247_374.patch,5,276,0
Closure,86,closure86_20_5_seed3_StmtReplace_1247_374.patch,6,296,0
Closure,86,closure86_20_5_seed3_StmtReplace_1247_374.patch,7,71,0
Closure,86,closure86_20_5_seed3_StmtReplace_1247_374.patch,8,259,0
Closure,86,closure86_20_5_seed3_StmtReplace_1247_374.patch,9,249,0
Closure,86,closure86_20_5_seed3_StmtReplace_1247_374.patch,10,283,0
Closure,86,closure86_40_1_seed4_StmtReplace_1247_374.patch,1,291,0
