Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Closure,38,closure38_60_1_seed11_StmtAppend_78_72.patch,8,6,0
Closure,38,closure38_60_1_seed11_StmtAppend_78_72.patch,9,6,0
Closure,38,closure38_60_1_seed11_StmtAppend_78_72.patch,10,6,0
Closure,38,closure38_60_1_seed13_StmtReplace_95_100.patch,1,6,0
Closure,38,closure38_60_1_seed13_StmtReplace_95_100.patch,2,6,0
Closure,38,closure38_60_1_seed13_StmtReplace_95_100.patch,3,6,0
Closure,38,closure38_60_1_seed13_StmtReplace_95_100.patch,4,6,0
Closure,38,closure38_60_1_seed13_StmtReplace_95_100.patch,5,6,0
Closure,38,closure38_60_1_seed13_StmtReplace_95_100.patch,6,6,0
Closure,38,closure38_60_1_seed13_StmtReplace_95_100.patch,7,6,0
Closure,38,closure38_60_1_seed13_StmtReplace_95_100.patch,8,6,0
Closure,38,closure38_60_1_seed13_StmtReplace_95_100.patch,9,6,0
Closure,38,closure38_60_1_seed13_StmtReplace_95_100.patch,10,6,0
Closure,38,closure38_60_1_seed14_StmtReplace_99_100.patch,1,6,0
Closure,38,closure38_60_1_seed14_StmtReplace_99_100.patch,2,6,0
Closure,38,closure38_60_1_seed14_StmtReplace_99_100.patch,3,6,0
Closure,38,closure38_60_1_seed14_StmtReplace_99_100.patch,4,6,0
Closure,38,closure38_60_1_seed14_StmtReplace_99_100.patch,5,6,0
Closure,38,closure38_60_1_seed14_StmtReplace_99_100.patch,6,6,0
Closure,38,closure38_60_1_seed14_StmtReplace_99_100.patch,7,6,0
Closure,38,closure38_60_1_seed14_StmtReplace_99_100.patch,8,6,0
Closure,38,closure38_60_1_seed14_StmtReplace_99_100.patch,9,6,0
Closure,38,closure38_60_1_seed14_StmtReplace_99_100.patch,10,6,0
Closure,38,closure38_60_1_seed16_StmtReplace_94_90.patch,1,6,0
Closure,38,closure38_60_1_seed16_StmtReplace_94_90.patch,2,6,0
Closure,38,closure38_60_1_seed16_StmtReplace_94_90.patch,3,6,0
Closure,38,closure38_60_1_seed16_StmtReplace_94_90.patch,4,6,0
Closure,38,closure38_60_1_seed16_StmtReplace_94_90.patch,5,6,0
Closure,38,closure38_60_1_seed16_StmtReplace_94_90.patch,6,6,0
Closure,38,closure38_60_1_seed16_StmtReplace_94_90.patch,7,6,0
Closure,38,closure38_60_1_seed16_StmtReplace_94_90.patch,8,6,0
Closure,38,closure38_60_1_seed16_StmtReplace_94_90.patch,9,6,0
Closure,38,closure38_60_1_seed16_StmtReplace_94_90.patch,10,6,0
Closure,38,closure38_60_1_seed17_StmtAppend_78_74.patch,1,6,0
Closure,38,closure38_60_1_seed17_StmtAppend_78_74.patch,2,6,0
Closure,38,closure38_60_1_seed17_StmtAppend_78_74.patch,3,6,0
Closure,38,closure38_60_1_seed17_StmtAppend_78_74.patch,4,6,0
Closure,38,closure38_60_1_seed17_StmtAppend_78_74.patch,5,6,0
Closure,38,closure38_60_1_seed17_StmtAppend_78_74.patch,6,6,0
Closure,38,closure38_60_1_seed17_StmtAppend_78_74.patch,7,6,0
Closure,38,closure38_60_1_seed17_StmtAppend_78_74.patch,8,6,0
Closure,38,closure38_60_1_seed17_StmtAppend_78_74.patch,9,6,0
Closure,38,closure38_60_1_seed17_StmtAppend_78_74.patch,10,6,0
Closure,38,closure38_60_1_seed18_StmtAppend_93_100.patch,1,6,0
Closure,38,closure38_60_1_seed18_StmtAppend_93_100.patch,2,6,0
Closure,38,closure38_60_1_seed18_StmtAppend_93_100.patch,3,6,0
Closure,38,closure38_60_1_seed18_StmtAppend_93_100.patch,4,6,0
Closure,38,closure38_60_1_seed18_StmtAppend_93_100.patch,5,6,0
Closure,38,closure38_60_1_seed18_StmtAppend_93_100.patch,6,6,0
Closure,38,closure38_60_1_seed18_StmtAppend_93_100.patch,7,6,0
Closure,38,closure38_60_1_seed18_StmtAppend_93_100.patch,8,6,0
Closure,38,closure38_60_1_seed18_StmtAppend_93_100.patch,9,6,0
Closure,38,closure38_60_1_seed18_StmtAppend_93_100.patch,10,6,0
Closure,38,closure38_60_1_seed19_StmtReplace_95_74.patch,1,6,0
Closure,38,closure38_60_1_seed19_StmtReplace_95_74.patch,2,6,0
Closure,38,closure38_60_1_seed19_StmtReplace_95_74.patch,3,6,0
Closure,38,closure38_60_1_seed19_StmtReplace_95_74.patch,4,6,0
Closure,38,closure38_60_1_seed19_StmtReplace_95_74.patch,5,6,0
Closure,38,closure38_60_1_seed19_StmtReplace_95_74.patch,6,6,0
Closure,38,closure38_60_1_seed19_StmtReplace_95_74.patch,7,6,0
Closure,38,closure38_60_1_seed19_StmtReplace_95_74.patch,8,6,0
Closure,38,closure38_60_1_seed19_StmtReplace_95_74.patch,9,6,0
Closure,38,closure38_60_1_seed19_StmtReplace_95_74.patch,10,6,0
Closure,38,closure38_60_1_seed1_StmtReplace_94_72.patch,1,6,0
Closure,38,closure38_60_1_seed1_StmtReplace_94_72.patch,2,6,0
Closure,38,closure38_60_1_seed1_StmtReplace_94_72.patch,3,6,0
Closure,38,closure38_60_1_seed1_StmtReplace_94_72.patch,4,6,0
Closure,38,closure38_60_1_seed1_StmtReplace_94_72.patch,5,6,0
Closure,38,closure38_60_1_seed1_StmtReplace_94_72.patch,6,6,0
Closure,38,closure38_60_1_seed1_StmtReplace_94_72.patch,7,6,0
Closure,38,closure38_60_1_seed1_StmtReplace_94_72.patch,8,6,0
Closure,38,closure38_60_1_seed1_StmtReplace_94_72.patch,9,6,0
Closure,38,closure38_60_1_seed1_StmtReplace_94_72.patch,10,6,0
Closure,38,closure38_60_1_seed20_StmtAppend_93_74.patch,1,6,0
Closure,38,closure38_60_1_seed20_StmtAppend_93_74.patch,2,6,0
Closure,38,closure38_60_1_seed20_StmtAppend_93_74.patch,3,6,0
Closure,38,closure38_60_1_seed20_StmtAppend_93_74.patch,4,6,0
Closure,38,closure38_60_1_seed20_StmtAppend_93_74.patch,5,6,0
Closure,38,closure38_60_1_seed20_StmtAppend_93_74.patch,6,6,0
Closure,38,closure38_60_1_seed20_StmtAppend_93_74.patch,7,6,0
Closure,38,closure38_60_1_seed20_StmtAppend_93_74.patch,8,6,0
Closure,38,closure38_60_1_seed20_StmtAppend_93_74.patch,9,6,0
Closure,38,closure38_60_1_seed20_StmtAppend_93_74.patch,10,6,0
Closure,38,closure38_60_1_seed2_StmtAppend_93_72.patch,1,6,0
Closure,38,closure38_60_1_seed2_StmtAppend_93_72.patch,2,6,0
Closure,38,closure38_60_1_seed2_StmtAppend_93_72.patch,3,6,0
Closure,38,closure38_60_1_seed2_StmtAppend_93_72.patch,4,6,0
Closure,38,closure38_60_1_seed2_StmtAppend_93_72.patch,5,6,0
Closure,38,closure38_60_1_seed2_StmtAppend_93_72.patch,6,6,0
Closure,38,closure38_60_1_seed2_StmtAppend_93_72.patch,7,6,0
Closure,38,closure38_60_1_seed2_StmtAppend_93_72.patch,8,6,0
Closure,38,closure38_60_1_seed2_StmtAppend_93_72.patch,9,6,0
Closure,38,closure38_60_1_seed2_StmtAppend_93_72.patch,10,6,0
Closure,38,closure38_60_1_seed3_StmtAppend_78_100.patch,1,6,0
Closure,38,closure38_60_1_seed3_StmtAppend_78_100.patch,2,6,0
Closure,38,closure38_60_1_seed3_StmtAppend_78_100.patch,3,6,0
Closure,38,closure38_60_1_seed3_StmtAppend_78_100.patch,4,6,0
Closure,38,closure38_60_1_seed3_StmtAppend_78_100.patch,5,6,0
Closure,38,closure38_60_1_seed3_StmtAppend_78_100.patch,6,6,0
Closure,38,closure38_60_1_seed3_StmtAppend_78_100.patch,7,6,0
Closure,38,closure38_60_1_seed3_StmtAppend_78_100.patch,8,6,0
Closure,38,closure38_60_1_seed3_StmtAppend_78_100.patch,9,6,0
Closure,38,closure38_60_1_seed3_StmtAppend_78_100.patch,10,6,0
Closure,38,closure38_60_1_seed4_StmtReplace_93_72.patch,1,6,0
Closure,38,closure38_60_1_seed4_StmtReplace_93_72.patch,2,6,0
Closure,38,closure38_60_1_seed4_StmtReplace_93_72.patch,3,6,0
Closure,38,closure38_60_1_seed4_StmtReplace_93_72.patch,4,6,0
Closure,38,closure38_60_1_seed4_StmtReplace_93_72.patch,5,6,0
Closure,38,closure38_60_1_seed4_StmtReplace_93_72.patch,6,6,0
Closure,38,closure38_60_1_seed4_StmtReplace_93_72.patch,7,6,0
Closure,38,closure38_60_1_seed4_StmtReplace_93_72.patch,8,6,0
Closure,38,closure38_60_1_seed4_StmtReplace_93_72.patch,9,6,0
Closure,38,closure38_60_1_seed4_StmtReplace_93_72.patch,10,6,0
Closure,38,closure38_60_1_seed5_StmtReplace_93_74.patch,1,6,0
Closure,38,closure38_60_1_seed5_StmtReplace_93_74.patch,2,6,0
Closure,38,closure38_60_1_seed5_StmtReplace_93_74.patch,3,6,0
Closure,38,closure38_60_1_seed5_StmtReplace_93_74.patch,4,6,0
Closure,38,closure38_60_1_seed5_StmtReplace_93_74.patch,5,6,0
Closure,38,closure38_60_1_seed5_StmtReplace_93_74.patch,6,6,0
Closure,38,closure38_60_1_seed5_StmtReplace_93_74.patch,7,6,0
Closure,38,closure38_60_1_seed5_StmtReplace_93_74.patch,8,6,0
Closure,38,closure38_60_1_seed5_StmtReplace_93_74.patch,9,6,0
Closure,38,closure38_60_1_seed5_StmtReplace_93_74.patch,10,6,0
Closure,38,closure38_60_1_seed6_StmtAppend_92_72.patch,1,6,0
Closure,38,closure38_60_1_seed6_StmtAppend_92_72.patch,2,6,0
Closure,38,closure38_60_1_seed6_StmtAppend_92_72.patch,3,6,0
Closure,38,closure38_60_1_seed6_StmtAppend_92_72.patch,4,6,0
Closure,38,closure38_60_1_seed6_StmtAppend_92_72.patch,5,6,0
Closure,38,closure38_60_1_seed6_StmtAppend_92_72.patch,6,6,0
Closure,38,closure38_60_1_seed6_StmtAppend_92_72.patch,7,6,0
Closure,38,closure38_60_1_seed6_StmtAppend_92_72.patch,8,6,0
Closure,38,closure38_60_1_seed6_StmtAppend_92_72.patch,9,6,0
Closure,38,closure38_60_1_seed6_StmtAppend_92_72.patch,10,6,0
Closure,38,closure38_60_1_seed7_StmtAppend_99_90.patch,1,6,0
Closure,38,closure38_60_1_seed7_StmtAppend_99_90.patch,2,6,0
Closure,38,closure38_60_1_seed7_StmtAppend_99_90.patch,3,6,0
Closure,38,closure38_60_1_seed7_StmtAppend_99_90.patch,4,6,0
Closure,38,closure38_60_1_seed7_StmtAppend_99_90.patch,5,6,0
Closure,38,closure38_60_1_seed7_StmtAppend_99_90.patch,6,6,0
Closure,38,closure38_60_1_seed7_StmtAppend_99_90.patch,7,6,0
Closure,38,closure38_60_1_seed7_StmtAppend_99_90.patch,8,6,0
Closure,38,closure38_60_1_seed7_StmtAppend_99_90.patch,9,6,0
Closure,38,closure38_60_1_seed7_StmtAppend_99_90.patch,10,6,0
Closure,38,closure38_60_1_seed8_StmtReplace_99_72.patch,1,6,0
Closure,38,closure38_60_1_seed8_StmtReplace_99_72.patch,2,6,0
Closure,38,closure38_60_1_seed8_StmtReplace_99_72.patch,3,6,0
Closure,38,closure38_60_1_seed8_StmtReplace_99_72.patch,4,6,0
Closure,38,closure38_60_1_seed8_StmtReplace_99_72.patch,5,6,0
Closure,38,closure38_60_1_seed8_StmtReplace_99_72.patch,6,6,0
Closure,38,closure38_60_1_seed8_StmtReplace_99_72.patch,7,6,0
Closure,38,closure38_60_1_seed8_StmtReplace_99_72.patch,8,6,0
Closure,38,closure38_60_1_seed8_StmtReplace_99_72.patch,9,6,0
Closure,38,closure38_60_1_seed8_StmtReplace_99_72.patch,10,6,0
Closure,38,closure38_60_2_seed12_StmtAppend_99_100.patch,1,6,0
Closure,38,closure38_60_2_seed12_StmtAppend_99_100.patch,2,6,0
Closure,38,closure38_60_2_seed12_StmtAppend_99_100.patch,3,6,0
Closure,38,closure38_60_2_seed12_StmtAppend_99_100.patch,4,6,0
Closure,38,closure38_60_2_seed12_StmtAppend_99_100.patch,5,6,0
Closure,38,closure38_60_2_seed12_StmtAppend_99_100.patch,6,6,0
Closure,38,closure38_60_2_seed12_StmtAppend_99_100.patch,7,6,0
Closure,38,closure38_60_2_seed12_StmtAppend_99_100.patch,8,6,0
Closure,38,closure38_60_2_seed12_StmtAppend_99_100.patch,9,6,0
Closure,38,closure38_60_2_seed12_StmtAppend_99_100.patch,10,6,0
Closure,38,closure38_60_2_seed14_StmtAppend_94_90.patch,1,6,0
Closure,38,closure38_60_2_seed14_StmtAppend_94_90.patch,2,6,0
Closure,38,closure38_60_2_seed14_StmtAppend_94_90.patch,3,6,0
Closure,38,closure38_60_2_seed14_StmtAppend_94_90.patch,4,6,0
Closure,38,closure38_60_2_seed14_StmtAppend_94_90.patch,5,6,0
Closure,38,closure38_60_2_seed14_StmtAppend_94_90.patch,6,6,0
Closure,38,closure38_60_2_seed14_StmtAppend_94_90.patch,7,6,0
Closure,38,closure38_60_2_seed14_StmtAppend_94_90.patch,8,6,0
Closure,38,closure38_60_2_seed14_StmtAppend_94_90.patch,9,6,0
Closure,38,closure38_60_2_seed14_StmtAppend_94_90.patch,10,6,0
Closure,38,closure38_60_2_seed16_StmtReplace_94_90.patch,1,6,0
Closure,38,closure38_60_2_seed16_StmtReplace_94_90.patch,2,6,0
Closure,38,closure38_60_2_seed16_StmtReplace_94_90.patch,3,6,0
Closure,38,closure38_60_2_seed16_StmtReplace_94_90.patch,4,6,0
Closure,38,closure38_60_2_seed16_StmtReplace_94_90.patch,5,6,0
Closure,38,closure38_60_2_seed16_StmtReplace_94_90.patch,6,6,0
Closure,38,closure38_60_2_seed16_StmtReplace_94_90.patch,7,6,0
Closure,38,closure38_60_2_seed16_StmtReplace_94_90.patch,8,6,0
Closure,38,closure38_60_2_seed16_StmtReplace_94_90.patch,9,6,0
Closure,38,closure38_60_2_seed16_StmtReplace_94_90.patch,10,6,0
Closure,38,closure38_60_2_seed18_StmtAppend_93_100.patch,1,6,0
Closure,38,closure38_60_2_seed18_StmtAppend_93_100.patch,2,6,0
Closure,38,closure38_60_2_seed18_StmtAppend_93_100.patch,3,6,0
Closure,38,closure38_60_2_seed18_StmtAppend_93_100.patch,4,6,0
Closure,38,closure38_60_2_seed18_StmtAppend_93_100.patch,5,6,0
Closure,38,closure38_60_2_seed18_StmtAppend_93_100.patch,6,6,0
Closure,38,closure38_60_2_seed18_StmtAppend_93_100.patch,7,6,0
Closure,38,closure38_60_2_seed18_StmtAppend_93_100.patch,8,6,0
Closure,38,closure38_60_2_seed18_StmtAppend_93_100.patch,9,6,0
Closure,38,closure38_60_2_seed18_StmtAppend_93_100.patch,10,6,0
Closure,38,closure38_60_2_seed1_StmtAppend_78_100.patch,1,6,0
Closure,38,closure38_60_2_seed1_StmtAppend_78_100.patch,2,6,0
Closure,38,closure38_60_2_seed1_StmtAppend_78_100.patch,3,6,0
Closure,38,closure38_60_2_seed1_StmtAppend_78_100.patch,4,6,0
Closure,38,closure38_60_2_seed1_StmtAppend_78_100.patch,5,6,0
Closure,38,closure38_60_2_seed1_StmtAppend_78_100.patch,6,6,0
Closure,38,closure38_60_2_seed1_StmtAppend_78_100.patch,7,6,0
Closure,38,closure38_60_2_seed1_StmtAppend_78_100.patch,8,6,0
Closure,38,closure38_60_2_seed1_StmtAppend_78_100.patch,9,6,0
Closure,38,closure38_60_2_seed1_StmtAppend_78_100.patch,10,6,0
Closure,38,closure38_60_2_seed20_StmtAppend_93_74.patch,1,6,0
Closure,38,closure38_60_2_seed20_StmtAppend_93_74.patch,2,6,0
Closure,38,closure38_60_2_seed20_StmtAppend_93_74.patch,3,6,0
Closure,38,closure38_60_2_seed20_StmtAppend_93_74.patch,4,6,0
Closure,38,closure38_60_2_seed20_StmtAppend_93_74.patch,5,6,0
Closure,38,closure38_60_2_seed20_StmtAppend_93_74.patch,6,6,0
Closure,38,closure38_60_2_seed20_StmtAppend_93_74.patch,7,6,0
Closure,38,closure38_60_2_seed20_StmtAppend_93_74.patch,8,6,0
Closure,38,closure38_60_2_seed20_StmtAppend_93_74.patch,9,6,0
Closure,38,closure38_60_2_seed20_StmtAppend_93_74.patch,10,6,0
Closure,38,closure38_60_2_seed2_StmtAppend_99_74.patch,1,6,0
Closure,38,closure38_60_2_seed2_StmtAppend_99_74.patch,2,6,0
Closure,38,closure38_60_2_seed2_StmtAppend_99_74.patch,3,6,0
Closure,38,closure38_60_2_seed2_StmtAppend_99_74.patch,4,6,0
Closure,38,closure38_60_2_seed2_StmtAppend_99_74.patch,5,6,0
Closure,38,closure38_60_2_seed2_StmtAppend_99_74.patch,6,6,0
Closure,38,closure38_60_2_seed2_StmtAppend_99_74.patch,7,6,0
Closure,38,closure38_60_2_seed2_StmtAppend_99_74.patch,8,6,0
Closure,38,closure38_60_2_seed2_StmtAppend_99_74.patch,9,6,0
Closure,38,closure38_60_2_seed2_StmtAppend_99_74.patch,10,6,0
Closure,38,closure38_60_2_seed4_StmtReplace_93_72.patch,1,6,0
Closure,38,closure38_60_2_seed4_StmtReplace_93_72.patch,2,6,0
Closure,38,closure38_60_2_seed4_StmtReplace_93_72.patch,3,6,0
Closure,38,closure38_60_2_seed4_StmtReplace_93_72.patch,4,6,0
Closure,38,closure38_60_2_seed4_StmtReplace_93_72.patch,5,6,0
Closure,38,closure38_60_2_seed4_StmtReplace_93_72.patch,6,6,0
Closure,38,closure38_60_2_seed4_StmtReplace_93_72.patch,7,6,0
Closure,38,closure38_60_2_seed4_StmtReplace_93_72.patch,8,6,0
Closure,38,closure38_60_2_seed4_StmtReplace_93_72.patch,9,6,0
Closure,38,closure38_60_2_seed4_StmtReplace_93_72.patch,10,6,0
Closure,38,closure38_60_2_seed5_StmtReplace_93_74.patch,1,6,0
Closure,38,closure38_60_2_seed5_StmtReplace_93_74.patch,2,6,0
Closure,38,closure38_60_2_seed5_StmtReplace_93_74.patch,3,6,0
Closure,38,closure38_60_2_seed5_StmtReplace_93_74.patch,4,6,0
Closure,38,closure38_60_2_seed5_StmtReplace_93_74.patch,5,6,0
Closure,38,closure38_60_2_seed5_StmtReplace_93_74.patch,6,6,0
Closure,38,closure38_60_2_seed5_StmtReplace_93_74.patch,7,6,0
Closure,38,closure38_60_2_seed5_StmtReplace_93_74.patch,8,6,0
Closure,38,closure38_60_2_seed5_StmtReplace_93_74.patch,9,6,0
Closure,38,closure38_60_2_seed5_StmtReplace_93_74.patch,10,6,0
Closure,38,closure38_60_2_seed6_StmtAppend_92_72.patch,1,6,0
Closure,38,closure38_60_2_seed6_StmtAppend_92_72.patch,2,6,0
Closure,38,closure38_60_2_seed6_StmtAppend_92_72.patch,3,6,0
Closure,38,closure38_60_2_seed6_StmtAppend_92_72.patch,4,6,0
Closure,38,closure38_60_2_seed6_StmtAppend_92_72.patch,5,6,0
Closure,38,closure38_60_2_seed6_StmtAppend_92_72.patch,6,6,0
Closure,38,closure38_60_2_seed6_StmtAppend_92_72.patch,7,6,0
Closure,38,closure38_60_2_seed6_StmtAppend_92_72.patch,8,6,0
Closure,38,closure38_60_2_seed6_StmtAppend_92_72.patch,9,6,0
Closure,38,closure38_60_2_seed6_StmtAppend_92_72.patch,10,6,0
Closure,38,closure38_60_2_seed8_StmtReplace_94_100.patch,1,6,0
Closure,38,closure38_60_2_seed8_StmtReplace_94_100.patch,2,6,0
Closure,38,closure38_60_2_seed8_StmtReplace_94_100.patch,3,6,0
Closure,38,closure38_60_2_seed8_StmtReplace_94_100.patch,4,6,0
Closure,38,closure38_60_2_seed8_StmtReplace_94_100.patch,5,6,0
Closure,38,closure38_60_2_seed8_StmtReplace_94_100.patch,6,6,0
Closure,38,closure38_60_2_seed8_StmtReplace_94_100.patch,7,6,0
Closure,38,closure38_60_2_seed8_StmtReplace_94_100.patch,8,6,0
Closure,38,closure38_60_2_seed8_StmtReplace_94_100.patch,9,6,0
Closure,38,closure38_60_2_seed8_StmtReplace_94_100.patch,10,6,0
Closure,38,closure38_60_4_seed10_StmtReplace_95_100.patch,1,6,0
Closure,38,closure38_60_4_seed10_StmtReplace_95_100.patch,2,6,0
Closure,38,closure38_60_4_seed10_StmtReplace_95_100.patch,3,6,0
Closure,38,closure38_60_4_seed10_StmtReplace_95_100.patch,4,6,0
Closure,38,closure38_60_4_seed10_StmtReplace_95_100.patch,5,6,0
Closure,38,closure38_60_4_seed10_StmtReplace_95_100.patch,6,6,0
Closure,38,closure38_60_4_seed10_StmtReplace_95_100.patch,7,6,0
Closure,38,closure38_60_4_seed10_StmtReplace_95_100.patch,8,6,0
Closure,38,closure38_60_4_seed10_StmtReplace_95_100.patch,9,6,0
Closure,38,closure38_60_4_seed10_StmtReplace_95_100.patch,10,6,0
Closure,38,closure38_60_4_seed11_StmtAppend_78_90.patch,1,6,0
Closure,38,closure38_60_4_seed11_StmtAppend_78_90.patch,2,6,0
Closure,38,closure38_60_4_seed11_StmtAppend_78_90.patch,3,6,0
Closure,38,closure38_60_4_seed11_StmtAppend_78_90.patch,4,6,0
Closure,38,closure38_60_4_seed11_StmtAppend_78_90.patch,5,6,0
Closure,38,closure38_60_4_seed11_StmtAppend_78_90.patch,6,6,0
Closure,38,closure38_60_4_seed11_StmtAppend_78_90.patch,7,6,0
Closure,38,closure38_60_4_seed11_StmtAppend_78_90.patch,8,6,0
Closure,38,closure38_60_4_seed11_StmtAppend_78_90.patch,9,6,0
Closure,38,closure38_60_4_seed11_StmtAppend_78_90.patch,10,6,0
Closure,38,closure38_60_4_seed13_StmtAppend_78_100.patch,1,6,0
Closure,38,closure38_60_4_seed13_StmtAppend_78_100.patch,2,6,0
Closure,38,closure38_60_4_seed13_StmtAppend_78_100.patch,3,6,0
Closure,38,closure38_60_4_seed13_StmtAppend_78_100.patch,4,6,0
Closure,38,closure38_60_4_seed13_StmtAppend_78_100.patch,5,6,0
Closure,38,closure38_60_4_seed13_StmtAppend_78_100.patch,6,6,0
Closure,38,closure38_60_4_seed13_StmtAppend_78_100.patch,7,6,0
Closure,38,closure38_60_4_seed13_StmtAppend_78_100.patch,8,6,0
Closure,38,closure38_60_4_seed13_StmtAppend_78_100.patch,9,6,0
Closure,38,closure38_60_4_seed13_StmtAppend_78_100.patch,10,6,0
Closure,38,closure38_60_4_seed14_StmtAppend_95_100.patch,1,6,0
Closure,38,closure38_60_4_seed14_StmtAppend_95_100.patch,2,6,0
Closure,38,closure38_60_4_seed14_StmtAppend_95_100.patch,3,6,0
Closure,38,closure38_60_4_seed14_StmtAppend_95_100.patch,4,6,0
Closure,38,closure38_60_4_seed14_StmtAppend_95_100.patch,5,6,0
Closure,38,closure38_60_4_seed14_StmtAppend_95_100.patch,6,6,0
Closure,38,closure38_60_4_seed14_StmtAppend_95_100.patch,7,6,0
Closure,38,closure38_60_4_seed14_StmtAppend_95_100.patch,8,6,0
Closure,38,closure38_60_4_seed14_StmtAppend_95_100.patch,9,6,0
Closure,38,closure38_60_4_seed14_StmtAppend_95_100.patch,10,6,0
Closure,38,closure38_60_4_seed20_StmtAppend_95_74.patch,1,6,0
Closure,38,closure38_60_4_seed20_StmtAppend_95_74.patch,2,6,0
Closure,38,closure38_60_4_seed20_StmtAppend_95_74.patch,3,6,0
Closure,38,closure38_60_4_seed20_StmtAppend_95_74.patch,4,6,0
Closure,38,closure38_60_4_seed20_StmtAppend_95_74.patch,5,6,0
Closure,38,closure38_60_4_seed20_StmtAppend_95_74.patch,6,6,0
Closure,38,closure38_60_4_seed20_StmtAppend_95_74.patch,7,6,0
Closure,38,closure38_60_4_seed20_StmtAppend_95_74.patch,8,6,0
Closure,38,closure38_60_4_seed20_StmtAppend_95_74.patch,9,6,0
Closure,38,closure38_60_4_seed20_StmtAppend_95_74.patch,10,6,0
Closure,38,closure38_60_4_seed2_StmtReplace_99_84.patch,1,6,0
Closure,38,closure38_60_4_seed2_StmtReplace_99_84.patch,2,6,0
Closure,38,closure38_60_4_seed2_StmtReplace_99_84.patch,3,6,0
Closure,38,closure38_60_4_seed2_StmtReplace_99_84.patch,4,6,0
Closure,38,closure38_60_4_seed2_StmtReplace_99_84.patch,5,6,0
Closure,38,closure38_60_4_seed2_StmtReplace_99_84.patch,6,6,0
Closure,38,closure38_60_4_seed2_StmtReplace_99_84.patch,7,6,0
Closure,38,closure38_60_4_seed2_StmtReplace_99_84.patch,8,6,0
Closure,38,closure38_60_4_seed2_StmtReplace_99_84.patch,9,6,0
Closure,38,closure38_60_4_seed2_StmtReplace_99_84.patch,10,6,0
Closure,38,closure38_60_4_seed3_StmtAppend_93_90.patch,1,6,0
Closure,38,closure38_60_4_seed3_StmtAppend_93_90.patch,2,6,0
Closure,38,closure38_60_4_seed3_StmtAppend_93_90.patch,3,6,0
Closure,38,closure38_60_4_seed3_StmtAppend_93_90.patch,4,6,0
Closure,38,closure38_60_4_seed3_StmtAppend_93_90.patch,5,6,0
Closure,38,closure38_60_4_seed3_StmtAppend_93_90.patch,6,6,0
Closure,38,closure38_60_4_seed3_StmtAppend_93_90.patch,7,6,0
Closure,38,closure38_60_4_seed3_StmtAppend_93_90.patch,8,6,0
Closure,38,closure38_60_4_seed3_StmtAppend_93_90.patch,9,6,0
Closure,38,closure38_60_4_seed3_StmtAppend_93_90.patch,10,6,0
Closure,38,closure38_60_4_seed4_StmtReplace_93_74.patch,1,6,0
Closure,38,closure38_60_4_seed4_StmtReplace_93_74.patch,2,6,0
Closure,38,closure38_60_4_seed4_StmtReplace_93_74.patch,3,6,0
Closure,38,closure38_60_4_seed4_StmtReplace_93_74.patch,4,6,0
Closure,38,closure38_60_4_seed4_StmtReplace_93_74.patch,5,6,0
Closure,38,closure38_60_4_seed4_StmtReplace_93_74.patch,6,6,0
Closure,38,closure38_60_4_seed4_StmtReplace_93_74.patch,7,6,0
Closure,38,closure38_60_4_seed4_StmtReplace_93_74.patch,8,6,0
Closure,38,closure38_60_4_seed4_StmtReplace_93_74.patch,9,6,0
Closure,38,closure38_60_4_seed4_StmtReplace_93_74.patch,10,6,0
Closure,38,closure38_60_4_seed5_StmtReplace_95_74.patch,1,6,0
Closure,38,closure38_60_4_seed5_StmtReplace_95_74.patch,2,6,0
Closure,38,closure38_60_4_seed5_StmtReplace_95_74.patch,3,6,0
Closure,38,closure38_60_4_seed5_StmtReplace_95_74.patch,4,6,0
Closure,38,closure38_60_4_seed5_StmtReplace_95_74.patch,5,6,0
Closure,38,closure38_60_4_seed5_StmtReplace_95_74.patch,6,6,0
Closure,38,closure38_60_4_seed5_StmtReplace_95_74.patch,7,6,0
Closure,38,closure38_60_4_seed5_StmtReplace_95_74.patch,8,6,0
Closure,38,closure38_60_4_seed5_StmtReplace_95_74.patch,9,6,0
Closure,38,closure38_60_4_seed5_StmtReplace_95_74.patch,10,6,0
Closure,38,closure38_60_4_seed6_StmtAppend_94_72.patch,1,6,0
Closure,38,closure38_60_4_seed6_StmtAppend_94_72.patch,2,6,0
Closure,38,closure38_60_4_seed6_StmtAppend_94_72.patch,3,6,0
Closure,38,closure38_60_4_seed6_StmtAppend_94_72.patch,4,6,0
Closure,38,closure38_60_4_seed6_StmtAppend_94_72.patch,5,6,0
Closure,38,closure38_60_4_seed6_StmtAppend_94_72.patch,6,6,0
Closure,38,closure38_60_4_seed6_StmtAppend_94_72.patch,7,6,0
Closure,38,closure38_60_4_seed6_StmtAppend_94_72.patch,8,6,0
Closure,38,closure38_60_4_seed6_StmtAppend_94_72.patch,9,6,0
Closure,38,closure38_60_4_seed6_StmtAppend_94_72.patch,10,6,0
Closure,38,closure38_60_4_seed7_StmtAppend_93_100.patch,1,6,0
Closure,38,closure38_60_4_seed7_StmtAppend_93_100.patch,2,6,0
Closure,38,closure38_60_4_seed7_StmtAppend_93_100.patch,3,6,0
Closure,38,closure38_60_4_seed7_StmtAppend_93_100.patch,4,6,0
