Project,Bug,Patch,NumberOfTests,NumberOfFailingTests
Math,50,math50_seed12_ExpressionReplace_48.patch,36,0
Math,50,math50_seed16_ExpressionReplace_48.patch,36,0
Math,50,math50_seed18_ExpressionAdd_42.patch,36,1
Math,50,math50_seed1_ParameterReplacer_57.patch,36,0
Math,50,math50_seed2_ParameterReplacer_59.patch,36,0
Math,50,math50_seed3_ExpressionReplace_48.patch,36,0
Math,50,math50_seed4_ParameterReplacer_58.patch,36,1
