Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Closure,19,closure19_Seed4_r_60_5.patch,8,43,1
Closure,19,closure19_Seed4_r_60_5.patch,9,50,1
Closure,19,closure19_Seed4_r_60_5.patch,10,51,1
Closure,19,closure19_Seed8_r_60_1.patch,1,49,1
Closure,19,closure19_Seed8_r_60_1.patch,2,48,1
Closure,19,closure19_Seed8_r_60_1.patch,3,41,1
Closure,19,closure19_Seed8_r_60_1.patch,4,43,1
Closure,19,closure19_Seed8_r_60_1.patch,5,44,1
Closure,19,closure19_Seed8_r_60_1.patch,6,48,1
Closure,19,closure19_Seed8_r_60_1.patch,7,48,1
Closure,19,closure19_Seed8_r_60_1.patch,8,43,1
Closure,19,closure19_Seed8_r_60_1.patch,9,50,1
Closure,19,closure19_Seed8_r_60_1.patch,10,51,1
Closure,21,closure21_Seed11_r_39_62.patch,1,7,0
Closure,21,closure21_Seed11_r_39_62.patch,2,6,0
Closure,21,closure21_Seed11_r_39_62.patch,3,6,0
Closure,21,closure21_Seed11_r_39_62.patch,4,5,0
Closure,21,closure21_Seed11_r_39_62.patch,5,8,0
Closure,21,closure21_Seed11_r_39_62.patch,6,6,0
Closure,21,closure21_Seed11_r_39_62.patch,7,6,0
Closure,21,closure21_Seed11_r_39_62.patch,8,6,0
Closure,21,closure21_Seed11_r_39_62.patch,9,6,0
Closure,21,closure21_Seed11_r_39_62.patch,10,8,0
Closure,21,closure21_Seed12_d_34.patch,1,7,0
Closure,21,closure21_Seed12_d_34.patch,2,6,0
Closure,21,closure21_Seed12_d_34.patch,3,6,0
Closure,21,closure21_Seed12_d_34.patch,4,5,0
Closure,21,closure21_Seed12_d_34.patch,5,8,0
Closure,21,closure21_Seed12_d_34.patch,6,6,0
Closure,21,closure21_Seed12_d_34.patch,7,6,0
Closure,21,closure21_Seed12_d_34.patch,8,6,0
Closure,21,closure21_Seed12_d_34.patch,9,6,0
Closure,21,closure21_Seed12_d_34.patch,10,8,0
Closure,21,closure21_Seed16_r_39_81.patch,1,7,0
Closure,21,closure21_Seed16_r_39_81.patch,2,6,0
Closure,21,closure21_Seed16_r_39_81.patch,3,6,0
Closure,21,closure21_Seed16_r_39_81.patch,4,5,0
Closure,21,closure21_Seed16_r_39_81.patch,5,8,0
Closure,21,closure21_Seed16_r_39_81.patch,6,6,0
Closure,21,closure21_Seed16_r_39_81.patch,7,6,0
Closure,21,closure21_Seed16_r_39_81.patch,8,6,0
Closure,21,closure21_Seed16_r_39_81.patch,9,6,0
Closure,21,closure21_Seed16_r_39_81.patch,10,8,0
Closure,21,closure21_Seed1_d_39.patch,1,7,0
Closure,21,closure21_Seed1_d_39.patch,2,6,0
Closure,21,closure21_Seed1_d_39.patch,3,6,0
Closure,21,closure21_Seed1_d_39.patch,4,5,0
Closure,21,closure21_Seed1_d_39.patch,5,8,0
Closure,21,closure21_Seed1_d_39.patch,6,6,0
Closure,21,closure21_Seed1_d_39.patch,7,6,0
Closure,21,closure21_Seed1_d_39.patch,8,6,0
Closure,21,closure21_Seed1_d_39.patch,9,6,0
Closure,21,closure21_Seed1_d_39.patch,10,8,0
Closure,21,closure21_Seed3_d_31.patch,1,7,0
Closure,21,closure21_Seed3_d_31.patch,2,6,0
Closure,21,closure21_Seed3_d_31.patch,3,6,0
Closure,21,closure21_Seed3_d_31.patch,4,5,0
Closure,21,closure21_Seed3_d_31.patch,5,8,0
Closure,21,closure21_Seed3_d_31.patch,6,6,0
Closure,21,closure21_Seed3_d_31.patch,7,6,0
Closure,21,closure21_Seed3_d_31.patch,8,6,0
Closure,21,closure21_Seed3_d_31.patch,9,6,0
Closure,21,closure21_Seed3_d_31.patch,10,8,0
Closure,21,closure21_Seed4_d_32.patch,1,7,0
Closure,21,closure21_Seed4_d_32.patch,2,6,0
Closure,21,closure21_Seed4_d_32.patch,3,6,0
Closure,21,closure21_Seed4_d_32.patch,4,5,0
Closure,21,closure21_Seed4_d_32.patch,5,8,0
Closure,21,closure21_Seed4_d_32.patch,6,6,0
Closure,21,closure21_Seed4_d_32.patch,7,6,0
Closure,21,closure21_Seed4_d_32.patch,8,6,0
Closure,21,closure21_Seed4_d_32.patch,9,6,0
Closure,21,closure21_Seed4_d_32.patch,10,8,0
Closure,21,closure21_Seed8_d_38.patch,1,7,0
Closure,21,closure21_Seed8_d_38.patch,2,6,0
Closure,21,closure21_Seed8_d_38.patch,3,6,0
Closure,21,closure21_Seed8_d_38.patch,4,5,0
Closure,21,closure21_Seed8_d_38.patch,5,8,0
Closure,21,closure21_Seed8_d_38.patch,6,6,0
Closure,21,closure21_Seed8_d_38.patch,7,6,0
Closure,21,closure21_Seed8_d_38.patch,8,6,0
Closure,21,closure21_Seed8_d_38.patch,9,6,0
Closure,21,closure21_Seed8_d_38.patch,10,8,0
Closure,21,closure21_Seed9_d_33.patch,1,7,0
Closure,21,closure21_Seed9_d_33.patch,2,6,0
Closure,21,closure21_Seed9_d_33.patch,3,6,0
Closure,21,closure21_Seed9_d_33.patch,4,5,0
Closure,21,closure21_Seed9_d_33.patch,5,8,0
Closure,21,closure21_Seed9_d_33.patch,6,6,0
Closure,21,closure21_Seed9_d_33.patch,7,6,0
Closure,21,closure21_Seed9_d_33.patch,8,6,0
Closure,21,closure21_Seed9_d_33.patch,9,6,0
Closure,21,closure21_Seed9_d_33.patch,10,8,0
Closure,22,closure22_Seed10_d_27.patch,1,7,0
Closure,22,closure22_Seed10_d_27.patch,2,7,0
Closure,22,closure22_Seed10_d_27.patch,3,2,0
Closure,22,closure22_Seed10_d_27.patch,4,6,0
Closure,22,closure22_Seed10_d_27.patch,5,6,0
Closure,22,closure22_Seed10_d_27.patch,6,9,0
Closure,22,closure22_Seed10_d_27.patch,7,9,0
Closure,22,closure22_Seed10_d_27.patch,8,6,0
Closure,22,closure22_Seed10_d_27.patch,9,8,0
Closure,22,closure22_Seed10_d_27.patch,10,9,0
Closure,22,closure22_Seed13_d_19.patch,1,7,0
Closure,22,closure22_Seed13_d_19.patch,2,7,0
Closure,22,closure22_Seed13_d_19.patch,3,2,0
Closure,22,closure22_Seed13_d_19.patch,4,6,0
Closure,22,closure22_Seed13_d_19.patch,5,6,0
Closure,22,closure22_Seed13_d_19.patch,6,9,0
Closure,22,closure22_Seed13_d_19.patch,7,9,0
Closure,22,closure22_Seed13_d_19.patch,8,6,0
Closure,22,closure22_Seed13_d_19.patch,9,8,0
Closure,22,closure22_Seed13_d_19.patch,10,9,0
Closure,22,closure22_Seed14_r_33_49.patch,1,7,0
Closure,22,closure22_Seed14_r_33_49.patch,2,7,0
Closure,22,closure22_Seed14_r_33_49.patch,3,2,0
Closure,22,closure22_Seed14_r_33_49.patch,4,6,0
Closure,22,closure22_Seed14_r_33_49.patch,5,6,0
Closure,22,closure22_Seed14_r_33_49.patch,6,9,0
Closure,22,closure22_Seed14_r_33_49.patch,7,9,0
Closure,22,closure22_Seed14_r_33_49.patch,8,6,0
Closure,22,closure22_Seed14_r_33_49.patch,9,8,0
Closure,22,closure22_Seed14_r_33_49.patch,10,9,0
Closure,22,closure22_Seed18_r_29_12.patch,1,7,0
Closure,22,closure22_Seed18_r_29_12.patch,2,7,0
Closure,22,closure22_Seed18_r_29_12.patch,3,2,0
Closure,22,closure22_Seed18_r_29_12.patch,4,6,0
Closure,22,closure22_Seed18_r_29_12.patch,5,6,0
Closure,22,closure22_Seed18_r_29_12.patch,6,9,0
Closure,22,closure22_Seed18_r_29_12.patch,7,9,0
Closure,22,closure22_Seed18_r_29_12.patch,8,6,0
Closure,22,closure22_Seed18_r_29_12.patch,9,8,0
Closure,22,closure22_Seed18_r_29_12.patch,10,9,0
Closure,22,closure22_Seed1_d_29.patch,1,7,0
Closure,22,closure22_Seed1_d_29.patch,2,7,0
Closure,22,closure22_Seed1_d_29.patch,3,2,0
Closure,22,closure22_Seed1_d_29.patch,4,6,0
Closure,22,closure22_Seed1_d_29.patch,5,6,0
Closure,22,closure22_Seed1_d_29.patch,6,9,0
Closure,22,closure22_Seed1_d_29.patch,7,9,0
Closure,22,closure22_Seed1_d_29.patch,8,6,0
Closure,22,closure22_Seed1_d_29.patch,9,8,0
Closure,22,closure22_Seed1_d_29.patch,10,9,0
Closure,22,closure22_Seed2_d_33.patch,1,7,0
Closure,22,closure22_Seed2_d_33.patch,2,7,0
Closure,22,closure22_Seed2_d_33.patch,3,2,0
Closure,22,closure22_Seed2_d_33.patch,4,6,0
Closure,22,closure22_Seed2_d_33.patch,5,6,0
Closure,22,closure22_Seed2_d_33.patch,6,9,0
Closure,22,closure22_Seed2_d_33.patch,7,9,0
Closure,22,closure22_Seed2_d_33.patch,8,6,0
Closure,22,closure22_Seed2_d_33.patch,9,8,0
Closure,22,closure22_Seed2_d_33.patch,10,9,0
Closure,22,closure22_Seed3_d_34.patch,1,7,0
Closure,22,closure22_Seed3_d_34.patch,2,7,0
Closure,22,closure22_Seed3_d_34.patch,3,2,0
Closure,22,closure22_Seed3_d_34.patch,4,6,0
Closure,22,closure22_Seed3_d_34.patch,5,6,0
Closure,22,closure22_Seed3_d_34.patch,6,9,0
Closure,22,closure22_Seed3_d_34.patch,7,9,0
Closure,22,closure22_Seed3_d_34.patch,8,6,0
Closure,22,closure22_Seed3_d_34.patch,9,8,0
Closure,22,closure22_Seed3_d_34.patch,10,9,0
Closure,22,closure22_Seed4_r_29_66.patch,1,7,1
Closure,22,closure22_Seed4_r_29_66.patch,2,7,1
Closure,22,closure22_Seed4_r_29_66.patch,3,2,0
Closure,22,closure22_Seed4_r_29_66.patch,4,6,1
Closure,22,closure22_Seed4_r_29_66.patch,5,6,0
Closure,22,closure22_Seed4_r_29_66.patch,6,9,1
Closure,22,closure22_Seed4_r_29_66.patch,7,9,1
Closure,22,closure22_Seed4_r_29_66.patch,8,6,1
Closure,22,closure22_Seed4_r_29_66.patch,9,8,1
Closure,22,closure22_Seed4_r_29_66.patch,10,9,1
Closure,22,closure22_Seed5_r_27_49.patch,1,7,0
Closure,22,closure22_Seed5_r_27_49.patch,2,7,0
Closure,22,closure22_Seed5_r_27_49.patch,3,2,0
Closure,22,closure22_Seed5_r_27_49.patch,4,6,0
Closure,22,closure22_Seed5_r_27_49.patch,5,6,0
Closure,22,closure22_Seed5_r_27_49.patch,6,9,0
Closure,22,closure22_Seed5_r_27_49.patch,7,9,0
Closure,22,closure22_Seed5_r_27_49.patch,8,6,0
Closure,22,closure22_Seed5_r_27_49.patch,9,8,0
Closure,22,closure22_Seed5_r_27_49.patch,10,9,0
Closure,22,closure22_Seed6_d_26.patch,1,7,0
Closure,22,closure22_Seed6_d_26.patch,2,7,0
Closure,22,closure22_Seed6_d_26.patch,3,2,0
Closure,22,closure22_Seed6_d_26.patch,4,6,0
Closure,22,closure22_Seed6_d_26.patch,5,6,0
Closure,22,closure22_Seed6_d_26.patch,6,9,0
Closure,22,closure22_Seed6_d_26.patch,7,9,0
Closure,22,closure22_Seed6_d_26.patch,8,6,0
Closure,22,closure22_Seed6_d_26.patch,9,8,0
Closure,22,closure22_Seed6_d_26.patch,10,9,0
Closure,22,closure22_Seed7_r_27_23.patch,1,7,0
Closure,22,closure22_Seed7_r_27_23.patch,2,7,0
Closure,22,closure22_Seed7_r_27_23.patch,3,2,0
Closure,22,closure22_Seed7_r_27_23.patch,4,6,0
Closure,22,closure22_Seed7_r_27_23.patch,5,6,0
Closure,22,closure22_Seed7_r_27_23.patch,6,9,0
Closure,22,closure22_Seed7_r_27_23.patch,7,9,0
Closure,22,closure22_Seed7_r_27_23.patch,8,6,0
Closure,22,closure22_Seed7_r_27_23.patch,9,8,0
Closure,22,closure22_Seed7_r_27_23.patch,10,9,0
Closure,22,closure22_Seed8_r_33_15.patch,1,7,0
Closure,22,closure22_Seed8_r_33_15.patch,2,7,0
Closure,22,closure22_Seed8_r_33_15.patch,3,2,0
Closure,22,closure22_Seed8_r_33_15.patch,4,6,0
Closure,22,closure22_Seed8_r_33_15.patch,5,6,0
Closure,22,closure22_Seed8_r_33_15.patch,6,9,0
Closure,22,closure22_Seed8_r_33_15.patch,7,9,0
Closure,22,closure22_Seed8_r_33_15.patch,8,6,0
Closure,22,closure22_Seed8_r_33_15.patch,9,8,0
Closure,22,closure22_Seed8_r_33_15.patch,10,9,0
Closure,22,closure22_Seed9_d_28.patch,1,7,0
Closure,22,closure22_Seed9_d_28.patch,2,7,0
Closure,22,closure22_Seed9_d_28.patch,3,2,0
Closure,22,closure22_Seed9_d_28.patch,4,6,0
Closure,22,closure22_Seed9_d_28.patch,5,6,0
Closure,22,closure22_Seed9_d_28.patch,6,9,0
Closure,22,closure22_Seed9_d_28.patch,7,9,0
Closure,22,closure22_Seed9_d_28.patch,8,6,0
Closure,22,closure22_Seed9_d_28.patch,9,8,0
Closure,22,closure22_Seed9_d_28.patch,10,9,0
Closure,25,closure25_Seed18_r_574_113.patch,1,5,0
Closure,25,closure25_Seed18_r_574_113.patch,2,39,0
Closure,25,closure25_Seed18_r_574_113.patch,3,7,0
Closure,25,closure25_Seed18_r_574_113.patch,4,8,0
Closure,25,closure25_Seed18_r_574_113.patch,5,34,0
Closure,25,closure25_Seed18_r_574_113.patch,6,84,0
Closure,25,closure25_Seed18_r_574_113.patch,7,48,0
Closure,25,closure25_Seed18_r_574_113.patch,8,8,0
Closure,25,closure25_Seed18_r_574_113.patch,9,5,0
Closure,25,closure25_Seed18_r_574_113.patch,10,65,0
Closure,35,closure35_Seed14_r_190_199.patch,1,4,0
Closure,35,closure35_Seed14_r_190_199.patch,2,68,0
Closure,35,closure35_Seed14_r_190_199.patch,3,86,0
Closure,35,closure35_Seed14_r_190_199.patch,4,37,0
Closure,35,closure35_Seed14_r_190_199.patch,5,24,0
Closure,35,closure35_Seed14_r_190_199.patch,6,55,0
Closure,35,closure35_Seed14_r_190_199.patch,7,2,0
Closure,35,closure35_Seed14_r_190_199.patch,8,7,0
Closure,35,closure35_Seed14_r_190_199.patch,9,104,0
Closure,35,closure35_Seed14_r_190_199.patch,10,2,0
Closure,45,closure45_Seed15_a_318_320.patch,1,2,0
Closure,45,closure45_Seed15_a_318_320.patch,2,2,0
Closure,45,closure45_Seed15_a_318_320.patch,3,3,0
Closure,45,closure45_Seed15_a_318_320.patch,4,4,0
Closure,45,closure45_Seed15_a_318_320.patch,5,2,0
Closure,45,closure45_Seed15_a_318_320.patch,6,3,0
Closure,45,closure45_Seed15_a_318_320.patch,7,2,0
Closure,45,closure45_Seed15_a_318_320.patch,8,6,0
Closure,45,closure45_Seed15_a_318_320.patch,9,3,0
Closure,45,closure45_Seed15_a_318_320.patch,10,3,0
Closure,45,closure45_Seed4_r_318_312.patch,1,2,0
Closure,45,closure45_Seed4_r_318_312.patch,2,2,0
Closure,45,closure45_Seed4_r_318_312.patch,3,3,0
Closure,45,closure45_Seed4_r_318_312.patch,4,4,0
Closure,45,closure45_Seed4_r_318_312.patch,5,2,0
Closure,45,closure45_Seed4_r_318_312.patch,6,3,0
Closure,45,closure45_Seed4_r_318_312.patch,7,2,0
Closure,45,closure45_Seed4_r_318_312.patch,8,6,0
Closure,45,closure45_Seed4_r_318_312.patch,9,3,0
Closure,45,closure45_Seed4_r_318_312.patch,10,3,0
Closure,46,closure46_Seed11_r_47_42.patch,1,20,0
Closure,46,closure46_Seed11_r_47_42.patch,2,18,0
Closure,46,closure46_Seed11_r_47_42.patch,3,16,0
Closure,46,closure46_Seed11_r_47_42.patch,4,17,0
Closure,46,closure46_Seed11_r_47_42.patch,5,18,0
Closure,46,closure46_Seed11_r_47_42.patch,6,19,0
Closure,46,closure46_Seed11_r_47_42.patch,7,13,0
Closure,46,closure46_Seed11_r_47_42.patch,8,20,0
Closure,46,closure46_Seed11_r_47_42.patch,9,18,0
Closure,46,closure46_Seed11_r_47_42.patch,10,21,0
Closure,46,closure46_Seed18_r_50_43.patch,1,20,0
Closure,46,closure46_Seed18_r_50_43.patch,2,18,0
Closure,46,closure46_Seed18_r_50_43.patch,3,16,0
Closure,46,closure46_Seed18_r_50_43.patch,4,17,0
Closure,46,closure46_Seed18_r_50_43.patch,5,18,0
Closure,46,closure46_Seed18_r_50_43.patch,6,19,0
Closure,46,closure46_Seed18_r_50_43.patch,7,13,0
Closure,46,closure46_Seed18_r_50_43.patch,8,20,0
Closure,46,closure46_Seed18_r_50_43.patch,9,18,0
Closure,46,closure46_Seed18_r_50_43.patch,10,21,0
Closure,46,closure46_Seed1_r_46_42.patch,1,20,0
Closure,46,closure46_Seed1_r_46_42.patch,2,18,0
Closure,46,closure46_Seed1_r_46_42.patch,3,16,0
Closure,46,closure46_Seed1_r_46_42.patch,4,17,0
Closure,46,closure46_Seed1_r_46_42.patch,5,18,0
Closure,46,closure46_Seed1_r_46_42.patch,6,19,0
Closure,46,closure46_Seed1_r_46_42.patch,7,13,0
Closure,46,closure46_Seed1_r_46_42.patch,8,20,0
Closure,46,closure46_Seed1_r_46_42.patch,9,18,0
Closure,46,closure46_Seed1_r_46_42.patch,10,21,0
Closure,66,closure66_Seed10_r_358_431.patch,1,6,0
Closure,66,closure66_Seed10_r_358_431.patch,2,57,0
Closure,66,closure66_Seed10_r_358_431.patch,3,51,0
Closure,66,closure66_Seed10_r_358_431.patch,4,32,0
Closure,66,closure66_Seed10_r_358_431.patch,5,22,0
Closure,66,closure66_Seed10_r_358_431.patch,6,79,0
Closure,66,closure66_Seed10_r_358_431.patch,7,19,0
Closure,66,closure66_Seed10_r_358_431.patch,8,74,0
Closure,66,closure66_Seed10_r_358_431.patch,9,133,0
Closure,66,closure66_Seed10_r_358_431.patch,10,66,0
Closure,66,closure66_Seed1_d_359.patch,1,6,0
Closure,66,closure66_Seed1_d_359.patch,2,57,0
Closure,66,closure66_Seed1_d_359.patch,3,51,0
Closure,66,closure66_Seed1_d_359.patch,4,32,0
Closure,66,closure66_Seed1_d_359.patch,5,22,0
Closure,66,closure66_Seed1_d_359.patch,6,79,0
Closure,66,closure66_Seed1_d_359.patch,7,19,0
Closure,66,closure66_Seed1_d_359.patch,8,74,0
Closure,66,closure66_Seed1_d_359.patch,9,133,0
Closure,66,closure66_Seed1_d_359.patch,10,66,0
Closure,66,closure66_Seed3_d_358.patch,1,6,0
Closure,66,closure66_Seed3_d_358.patch,2,57,0
Closure,66,closure66_Seed3_d_358.patch,3,51,0
Closure,66,closure66_Seed3_d_358.patch,4,32,0
Closure,66,closure66_Seed3_d_358.patch,5,22,0
Closure,66,closure66_Seed3_d_358.patch,6,79,0
Closure,66,closure66_Seed3_d_358.patch,7,19,0
Closure,66,closure66_Seed3_d_358.patch,8,74,0
Closure,66,closure66_Seed3_d_358.patch,9,133,0
Closure,66,closure66_Seed3_d_358.patch,10,66,0
Closure,66,closure66_Seed5_r_358_889.patch,1,6,0
Closure,66,closure66_Seed5_r_358_889.patch,2,57,0
Closure,66,closure66_Seed5_r_358_889.patch,3,51,0
Closure,66,closure66_Seed5_r_358_889.patch,4,32,0
Closure,66,closure66_Seed5_r_358_889.patch,5,22,0
Closure,66,closure66_Seed5_r_358_889.patch,6,79,0
Closure,66,closure66_Seed5_r_358_889.patch,7,19,0
Closure,66,closure66_Seed5_r_358_889.patch,8,74,0
Closure,66,closure66_Seed5_r_358_889.patch,9,133,0
Closure,66,closure66_Seed5_r_358_889.patch,10,66,0
Closure,83,closure83_Seed3_r_62_66.patch,1,5,2
Closure,83,closure83_Seed3_r_62_66.patch,2,5,0
Closure,83,closure83_Seed3_r_62_66.patch,3,4,2
Closure,83,closure83_Seed3_r_62_66.patch,4,4,2
Closure,83,closure83_Seed3_r_62_66.patch,5,4,0
Closure,83,closure83_Seed3_r_62_66.patch,6,4,0
Closure,83,closure83_Seed3_r_62_66.patch,7,5,0
Closure,83,closure83_Seed3_r_62_66.patch,8,5,2
Closure,83,closure83_Seed3_r_62_66.patch,9,4,2
Closure,83,closure83_Seed3_r_62_66.patch,10,5,2
Lang,10,lang10_Seed1_d_89.patch,1,42,0
Lang,10,lang10_Seed1_d_89.patch,2,42,0
Lang,10,lang10_Seed1_d_89.patch,3,44,1
Lang,10,lang10_Seed1_d_89.patch,4,47,0
Lang,10,lang10_Seed1_d_89.patch,5,45,0
Lang,10,lang10_Seed1_d_89.patch,6,49,0
Lang,10,lang10_Seed1_d_89.patch,7,44,0
Lang,10,lang10_Seed1_d_89.patch,8,42,0
Lang,10,lang10_Seed1_d_89.patch,9,46,0
Lang,10,lang10_Seed1_d_89.patch,10,45,0
Lang,10,lang10_Seed7_d_90.patch,1,42,0
Lang,10,lang10_Seed7_d_90.patch,2,42,0
Lang,10,lang10_Seed7_d_90.patch,3,44,0
Lang,10,lang10_Seed7_d_90.patch,4,47,1
Lang,10,lang10_Seed7_d_90.patch,5,45,0
Lang,10,lang10_Seed7_d_90.patch,6,49,0
Lang,10,lang10_Seed7_d_90.patch,7,44,0
Lang,10,lang10_Seed7_d_90.patch,8,42,0
Lang,10,lang10_Seed7_d_90.patch,9,46,0
Lang,10,lang10_Seed7_d_90.patch,10,45,0
Lang,22,lang22_Seed1_d_200.patch,1,69,0
Lang,22,lang22_Seed1_d_200.patch,2,65,0
Lang,22,lang22_Seed1_d_200.patch,3,65,0
Lang,22,lang22_Seed1_d_200.patch,4,68,0
Lang,22,lang22_Seed1_d_200.patch,5,66,0
Lang,22,lang22_Seed1_d_200.patch,6,68,0
Lang,22,lang22_Seed1_d_200.patch,7,65,0
Lang,22,lang22_Seed1_d_200.patch,8,67,0
Lang,22,lang22_Seed1_d_200.patch,9,64,0
Lang,22,lang22_Seed1_d_200.patch,10,64,0
Lang,22,lang22_Seed2_d_202.patch,1,69,0
Lang,22,lang22_Seed2_d_202.patch,2,65,0
Lang,22,lang22_Seed2_d_202.patch,3,65,0
Lang,22,lang22_Seed2_d_202.patch,4,68,0
Lang,22,lang22_Seed2_d_202.patch,5,66,0
Lang,22,lang22_Seed2_d_202.patch,6,68,0
Lang,22,lang22_Seed2_d_202.patch,7,65,0
Lang,22,lang22_Seed2_d_202.patch,8,67,0
Lang,22,lang22_Seed2_d_202.patch,9,64,0
Lang,22,lang22_Seed2_d_202.patch,10,64,0
Lang,22,lang22_Seed3_d_201.patch,1,69,0
Lang,22,lang22_Seed3_d_201.patch,2,65,0
Lang,22,lang22_Seed3_d_201.patch,3,65,0
Lang,22,lang22_Seed3_d_201.patch,4,68,0
Lang,22,lang22_Seed3_d_201.patch,5,66,0
Lang,22,lang22_Seed3_d_201.patch,6,68,0
Lang,22,lang22_Seed3_d_201.patch,7,65,0
Lang,22,lang22_Seed3_d_201.patch,8,67,0
Lang,22,lang22_Seed3_d_201.patch,9,64,0
Lang,22,lang22_Seed3_d_201.patch,10,64,0
Lang,24,lang24_Seed10_a_564_525.patch,1,138,0
Lang,24,lang24_Seed10_a_564_525.patch,2,132,0
Lang,24,lang24_Seed10_a_564_525.patch,3,135,0
Lang,24,lang24_Seed10_a_564_525.patch,4,137,0
Lang,24,lang24_Seed10_a_564_525.patch,5,140,0
Lang,24,lang24_Seed10_a_564_525.patch,6,135,0
Lang,24,lang24_Seed10_a_564_525.patch,7,133,0
Lang,24,lang24_Seed10_a_564_525.patch,8,135,0
Lang,24,lang24_Seed10_a_564_525.patch,9,136,0
Lang,24,lang24_Seed10_a_564_525.patch,10,136,0
Lang,39,lang39_Seed10_d_961.patch,1,198,0
Lang,39,lang39_Seed10_d_961.patch,2,414,0
Lang,39,lang39_Seed10_d_961.patch,3,312,0
Lang,39,lang39_Seed10_d_961.patch,4,404,0
Lang,39,lang39_Seed10_d_961.patch,5,406,0
Lang,39,lang39_Seed10_d_961.patch,6,415,0
Lang,39,lang39_Seed10_d_961.patch,7,414,0
Lang,39,lang39_Seed10_d_961.patch,8,407,0
Lang,39,lang39_Seed10_d_961.patch,9,408,0
Lang,39,lang39_Seed10_d_961.patch,10,408,0
Lang,39,lang39_Seed11_d_960.patch,1,198,0
Lang,39,lang39_Seed11_d_960.patch,2,414,0
Lang,39,lang39_Seed11_d_960.patch,3,312,0
Lang,39,lang39_Seed11_d_960.patch,4,404,0
Lang,39,lang39_Seed11_d_960.patch,5,406,0
Lang,39,lang39_Seed11_d_960.patch,6,415,0
Lang,39,lang39_Seed11_d_960.patch,7,414,0
Lang,39,lang39_Seed11_d_960.patch,8,407,0
Lang,39,lang39_Seed11_d_960.patch,9,408,0
Lang,39,lang39_Seed11_d_960.patch,10,408,0
Lang,39,lang39_Seed9_r_960_58.patch,1,198,0
Lang,39,lang39_Seed9_r_960_58.patch,2,414,0
Lang,39,lang39_Seed9_r_960_58.patch,3,312,0
Lang,39,lang39_Seed9_r_960_58.patch,4,404,0
Lang,39,lang39_Seed9_r_960_58.patch,5,406,0
Lang,39,lang39_Seed9_r_960_58.patch,6,415,0
Lang,39,lang39_Seed9_r_960_58.patch,7,414,0
Lang,39,lang39_Seed9_r_960_58.patch,8,407,1
Lang,39,lang39_Seed9_r_960_58.patch,9,408,0
Lang,39,lang39_Seed9_r_960_58.patch,10,408,0
Lang,43,lang43_Seed14_r_189_182.patch,1,15,1
Lang,43,lang43_Seed14_r_189_182.patch,2,13,1
Lang,43,lang43_Seed14_r_189_182.patch,3,12,2
Lang,43,lang43_Seed14_r_189_182.patch,4,13,2
Lang,43,lang43_Seed14_r_189_182.patch,5,14,3
Lang,43,lang43_Seed14_r_189_182.patch,6,14,2
Lang,43,lang43_Seed14_r_189_182.patch,7,11,1
Lang,43,lang43_Seed14_r_189_182.patch,8,13,1
Lang,43,lang43_Seed14_r_189_182.patch,9,13,4
Lang,43,lang43_Seed14_r_189_182.patch,10,15,1
Lang,43,lang43_Seed16_r_187_172.patch,1,15,1
Lang,43,lang43_Seed16_r_187_172.patch,2,13,2
Lang,43,lang43_Seed16_r_187_172.patch,3,12,2
Lang,43,lang43_Seed16_r_187_172.patch,4,13,2
Lang,43,lang43_Seed16_r_187_172.patch,5,14,3
Lang,43,lang43_Seed16_r_187_172.patch,6,14,2
Lang,43,lang43_Seed16_r_187_172.patch,7,11,1
Lang,43,lang43_Seed16_r_187_172.patch,8,13,1
Lang,43,lang43_Seed16_r_187_172.patch,9,13,4
Lang,43,lang43_Seed16_r_187_172.patch,10,15,1
Lang,43,lang43_Seed1_r_188_182.patch,1,15,1
Lang,43,lang43_Seed1_r_188_182.patch,2,13,1
Lang,43,lang43_Seed1_r_188_182.patch,3,12,2
Lang,43,lang43_Seed1_r_188_182.patch,4,13,2
Lang,43,lang43_Seed1_r_188_182.patch,5,14,3
Lang,43,lang43_Seed1_r_188_182.patch,6,14,2
Lang,43,lang43_Seed1_r_188_182.patch,7,11,1
Lang,43,lang43_Seed1_r_188_182.patch,8,13,1
Lang,43,lang43_Seed1_r_188_182.patch,9,13,4
Lang,43,lang43_Seed1_r_188_182.patch,10,15,1
Lang,43,lang43_Seed3_a_29_56.patch,1,15,0
Lang,43,lang43_Seed3_a_29_56.patch,2,13,0
Lang,43,lang43_Seed3_a_29_56.patch,3,12,0
Lang,43,lang43_Seed3_a_29_56.patch,4,13,0
Lang,43,lang43_Seed3_a_29_56.patch,5,14,0
Lang,43,lang43_Seed3_a_29_56.patch,6,14,0
Lang,43,lang43_Seed3_a_29_56.patch,7,11,0
Lang,43,lang43_Seed3_a_29_56.patch,8,13,0
Lang,43,lang43_Seed3_a_29_56.patch,9,13,0
Lang,43,lang43_Seed3_a_29_56.patch,10,15,0
Lang,43,lang43_Seed4_r_189_172.patch,1,15,1
Lang,43,lang43_Seed4_r_189_172.patch,2,13,1
Lang,43,lang43_Seed4_r_189_172.patch,3,12,2
Lang,43,lang43_Seed4_r_189_172.patch,4,13,2
Lang,43,lang43_Seed4_r_189_172.patch,5,14,3
Lang,43,lang43_Seed4_r_189_172.patch,6,14,2
Lang,43,lang43_Seed4_r_189_172.patch,7,11,1
